ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
1632,Guingamp,2,Metz,2,0,2,0.43403452277,2016-12-21,ligue-1
1633,Angers,0,Lyon,2,1,1,0.620857860769,2016-12-21,ligue-1
1634,Marseille,2,Bastia,1,2,2,0.423545058052,2016-12-21,ligue-1
1635,Saint-Etienne,0,Lille,0,0,1,0.37527700275,2017-01-13,ligue-1
1636,Paris SG,0,Rennes,0,0,2,0.433308156824,2017-01-14,ligue-1
1637,Dijon,0,Montpellier,0,0,1,0.497373111422,2017-01-14,ligue-1
1638,Nantes,0,Toulouse,0,0,1,0.536765742709,2017-01-14,ligue-1
1639,Bastia,0,Nancy,0,0,1,0.490026283088,2017-01-14,ligue-1
1640,Bordeaux,0,Angers,0,0,1,0.37771581749,2017-01-14,ligue-1
1641,Guingamp,0,Lorient,0,0,2,0.498221053752,2017-01-14,ligue-1
1642,Metz,0,Nice,0,0,1,0.654233627044,2017-01-15,ligue-1
1643,Lyon,0,Caen,0,0,2,0.50642325759,2017-01-15,ligue-1
1644,Monaco,0,Marseille,0,0,2,0.432632733986,2017-01-15,ligue-1
1645,Caen,0,Nantes,0,0,1,0.481598470708,2017-01-18,ligue-1
1646,Lorient,0,Monaco,0,0,1,0.697106133886,2017-01-21,ligue-1
1647,Marseille,0,Lyon,0,0,1,0.517746508285,2017-01-21,ligue-1
1648,Nice,0,Bastia,0,0,2,0.598866248538,2017-01-21,ligue-1
1649,Montpellier,0,Metz,0,0,1,0.441889249324,2017-01-21,ligue-1
1650,Rennes,0,Guingamp,0,0,1,0.505352890855,2017-01-21,ligue-1
1651,Toulouse,0,Bordeaux,0,0,1,0.463608805441,2017-01-21,ligue-1
1652,Nancy,0,Caen,0,0,1,0.433057030083,2017-01-21,ligue-1
1653,Paris SG,0,Nantes,0,0,2,0.545944516053,2017-01-21,ligue-1
1654,Lille,0,Dijon,0,0,1,0.467472285624,2017-01-21,ligue-1
1655,Angers,0,Saint-Etienne,0,0,1,0.565623762504,2017-01-21,ligue-1
1656,Lille,0,Lyon,0,0,1,0.615361603095,2017-01-28,ligue-1
1657,Nantes,0,Rennes,0,0,1,0.542088582793,2017-01-28,ligue-1
1658,Caen,0,Bastia,0,0,1,0.477985343775,2017-01-28,ligue-1
1659,Monaco,0,Paris SG,0,0,1,0.420675544168,2017-01-28,ligue-1
1660,Bordeaux,0,Nancy,0,0,1,0.415925967681,2017-01-28,ligue-1
1661,Guingamp,0,Nice,0,0,1,0.607596115422,2017-01-28,ligue-1
1662,Saint-Etienne,0,Toulouse,0,0,1,0.451142241605,2017-01-28,ligue-1
1663,Metz,0,Angers,0,0,1,0.442416984967,2017-01-28,ligue-1
1664,Montpellier,0,Marseille,0,0,1,0.55399629036,2017-01-28,ligue-1
1665,Dijon,0,Lorient,0,0,1,0.390340795132,2017-01-28,ligue-1
1666,Lyon,0,Saint-Etienne,0,0,2,0.389337309709,2017-02-04,ligue-1
1667,Paris SG,0,Dijon,0,0,2,0.544867214102,2017-02-04,ligue-1
1668,Lorient,0,Lille,0,0,1,0.53836030805,2017-02-04,ligue-1
1669,Caen,0,Guingamp,0,0,1,0.585366110803,2017-02-04,ligue-1
1670,Rennes,0,Bordeaux,0,0,1,0.452601954769,2017-02-04,ligue-1
1671,Bastia,0,Montpellier,0,0,1,0.500002310315,2017-02-04,ligue-1
1672,Nancy,0,Nantes,0,0,1,0.447735113883,2017-02-04,ligue-1
1673,Marseille,0,Metz,0,0,2,0.439426347125,2017-02-04,ligue-1
1674,Nice,0,Monaco,0,0,1,0.448889522558,2017-02-04,ligue-1
1675,Angers,0,Toulouse,0,0,1,0.551779836038,2017-02-04,ligue-1
1676,Lille,0,Paris SG,0,0,1,0.641587564165,2017-02-08,ligue-1
1677,Monaco,0,Montpellier,0,0,2,0.539287415021,2017-02-08,ligue-1
1678,Rennes,0,Angers,0,0,2,0.410454772593,2017-02-08,ligue-1
1679,Toulouse,0,Lorient,0,0,2,0.432064150454,2017-02-08,ligue-1
1680,Bordeaux,0,Caen,0,0,1,0.381603222847,2017-02-08,ligue-1
1681,Saint-Etienne,0,Nice,0,0,1,0.622313176195,2017-02-08,ligue-1
1682,Dijon,0,Metz,0,0,1,0.474903825182,2017-02-08,ligue-1
1683,Nancy,0,Lyon,0,0,1,0.597431201955,2017-02-08,ligue-1
1684,Nantes,0,Bastia,0,0,1,0.463749774681,2017-02-08,ligue-1
1685,Guingamp,0,Marseille,0,0,1,0.469320018534,2017-02-08,ligue-1
1686,Bastia,0,Toulouse,0,0,1,0.540759688341,2017-02-11,ligue-1
1687,Paris SG,0,Bordeaux,0,0,2,0.476593487157,2017-02-11,ligue-1
1688,Marseille,0,Nantes,0,0,2,0.428063870693,2017-02-11,ligue-1
1689,Lorient,0,Saint-Etienne,0,0,1,0.612871075036,2017-02-11,ligue-1
1690,Metz,0,Monaco,0,0,1,0.652012790695,2017-02-11,ligue-1
1691,Nice,0,Rennes,0,0,2,0.504044455868,2017-02-11,ligue-1
1692,Caen,0,Dijon,0,0,1,0.48053663815,2017-02-11,ligue-1
1693,Angers,0,Lille,0,0,1,0.483057035218,2017-02-11,ligue-1
1694,Lyon,0,Guingamp,0,0,1,0.411121686341,2017-02-11,ligue-1
1695,Montpellier,0,Nancy,0,0,1,0.455934411899,2017-02-11,ligue-1
1696,Toulouse,0,Paris SG,0,0,1,0.593357193226,2017-02-18,ligue-1
1697,Rennes,0,Marseille,0,0,1,0.50729646699,2017-02-18,ligue-1
1698,Nantes,0,Metz,0,0,1,0.473891044233,2017-02-18,ligue-1
1699,Saint-Etienne,0,Montpellier,0,0,1,0.407641914105,2017-02-18,ligue-1
1700,Lille,0,Caen,0,0,1,0.453704066037,2017-02-18,ligue-1
1701,Guingamp,0,Bordeaux,0,0,1,0.41281698811,2017-02-18,ligue-1
1702,Nancy,0,Angers,0,0,1,0.429398744847,2017-02-18,ligue-1
1703,Monaco,0,Bastia,0,0,2,0.573878254806,2017-02-18,ligue-1
1704,Dijon,0,Lyon,0,0,1,0.612532959878,2017-02-18,ligue-1
1705,Nice,0,Lorient,0,0,2,0.651920014074,2017-02-18,ligue-1
1706,Caen,0,Saint-Etienne,0,0,1,0.563396655573,2017-02-25,ligue-1
1707,Metz,0,Lyon,0,0,1,0.600311241675,2017-02-25,ligue-1
1708,Bastia,0,Angers,0,0,1,0.452352738676,2017-02-25,ligue-1
1709,Toulouse,0,Nancy,0,0,1,0.411845304273,2017-02-25,ligue-1
1710,Lorient,0,Rennes,0,0,1,0.602190576946,2017-02-25,ligue-1
1711,Montpellier,0,Nice,0,0,1,0.658403134398,2017-02-25,ligue-1
1712,Dijon,0,Nantes,0,0,1,0.46822536749,2017-02-25,ligue-1
1713,Monaco,0,Guingamp,0,0,2,0.43811150876,2017-02-25,ligue-1
1714,Bordeaux,0,Lille,0,0,1,0.39542036552,2017-02-25,ligue-1
1715,Paris SG,0,Marseille,0,0,2,0.392006989961,2017-02-25,ligue-1
1716,Angers,0,Caen,0,0,1,0.470591805386,2017-03-04,ligue-1
1717,Nancy,0,Paris SG,0,0,1,0.624887871713,2017-03-04,ligue-1
1718,Guingamp,0,Montpellier,0,0,2,0.375612692793,2017-03-04,ligue-1
1719,Lyon,0,Bordeaux,0,0,2,0.41490961443,2017-03-04,ligue-1
1720,Nantes,0,Monaco,0,0,1,0.663473742897,2017-03-04,ligue-1
1721,Marseille,0,Lorient,0,0,2,0.503252552776,2017-03-04,ligue-1
1722,Lille,0,Toulouse,0,0,1,0.539097913155,2017-03-04,ligue-1
1723,Nice,0,Dijon,0,0,2,0.601692046796,2017-03-04,ligue-1
1724,Saint-Etienne,0,Bastia,0,0,1,0.373122642149,2017-03-04,ligue-1
1725,Rennes,0,Metz,0,0,2,0.39771491127,2017-03-04,ligue-1
1726,Bastia,0,Guingamp,0,0,1,0.579119026225,2017-03-11,ligue-1
1727,Paris SG,0,Lorient,0,0,2,0.6058607565,2017-03-11,ligue-1
1728,Nantes,0,Montpellier,0,0,1,0.496241374567,2017-03-11,ligue-1
1729,Caen,0,Nice,0,0,1,0.671544592424,2017-03-11,ligue-1
1730,Angers,0,Marseille,0,0,1,0.587879647958,2017-03-11,ligue-1
1731,Bordeaux,0,Monaco,0,0,1,0.6260820597,2017-03-11,ligue-1
1732,Dijon,0,Rennes,0,0,1,0.54338460392,2017-03-11,ligue-1
1733,Metz,0,Saint-Etienne,0,0,1,0.542416324281,2017-03-11,ligue-1
1734,Toulouse,0,Lyon,0,0,1,0.559184723752,2017-03-11,ligue-1
1735,Lille,0,Nancy,0,0,1,0.487934469558,2017-03-11,ligue-1
1736,Guingamp,0,Angers,0,0,2,0.446151188589,2017-03-18,ligue-1
1737,Lyon,0,Paris SG,0,0,1,0.513650237529,2017-03-18,ligue-1
1738,Bastia,0,Metz,0,0,1,0.477107213114,2017-03-18,ligue-1
1739,Marseille,0,Lille,0,0,2,0.417862527882,2017-03-18,ligue-1
1740,Monaco,0,Caen,0,0,2,0.591330437071,2017-03-18,ligue-1
1741,Montpellier,0,Bordeaux,0,0,1,0.506717571086,2017-03-18,ligue-1
1742,Lorient,0,Nancy,0,0,1,0.558215825674,2017-03-18,ligue-1
1743,Rennes,0,Toulouse,0,0,1,0.45666636044,2017-03-18,ligue-1
1744,Saint-Etienne,0,Dijon,0,0,1,0.37539171043,2017-03-18,ligue-1
1745,Nice,0,Nantes,0,0,2,0.60303984568,2017-03-18,ligue-1
1746,Dijon,0,Marseille,0,0,1,0.577025339797,2017-04-02,ligue-1
1747,Saint-Etienne,0,Monaco,0,0,1,0.615357271746,2017-04-02,ligue-1
1748,Caen,0,Lorient,0,0,1,0.404378295335,2017-04-02,ligue-1
1749,Angers,0,Nantes,0,0,1,0.484833214506,2017-04-02,ligue-1
1750,Toulouse,0,Montpellier,0,0,1,0.423809800844,2017-04-02,ligue-1
1751,Paris SG,0,Metz,0,0,2,0.55659922214,2017-04-02,ligue-1
1752,Bordeaux,0,Nice,0,0,1,0.631887543441,2017-04-02,ligue-1
1753,Nancy,0,Guingamp,0,0,1,0.558794402417,2017-04-02,ligue-1
1754,Lille,0,Bastia,0,0,1,0.465130105599,2017-04-02,ligue-1
1755,Lyon,0,Rennes,0,0,1,0.371845051251,2017-04-02,ligue-1
1756,Guingamp,0,Paris SG,0,0,1,0.560276128327,2017-04-08,ligue-1
1757,Montpellier,0,Caen,0,0,1,0.421029690028,2017-04-08,ligue-1
1758,Nice,0,Lille,0,0,2,0.594853446588,2017-04-08,ligue-1
1759,Rennes,0,Nancy,0,0,1,0.399908966502,2017-04-08,ligue-1
1760,Marseille,0,Toulouse,0,0,1,0.414679047696,2017-04-08,ligue-1
1761,Metz,0,Bordeaux,0,0,1,0.526004954049,2017-04-08,ligue-1
1762,Lorient,0,Lyon,0,0,1,0.657022097124,2017-04-08,ligue-1
1763,Nantes,0,Saint-Etienne,0,0,1,0.551161525838,2017-04-08,ligue-1
1764,Monaco,0,Angers,0,0,2,0.596484911501,2017-04-08,ligue-1
1765,Bastia,0,Dijon,0,0,1,0.46961759545,2017-04-08,ligue-1
1766,Lyon,0,Bastia,0,0,2,0.485660975592,2017-04-15,ligue-1
1767,Paris SG,0,Angers,0,0,2,0.565781960554,2017-04-15,ligue-1
1768,Lille,0,Rennes,0,0,1,0.545107039,2017-04-15,ligue-1
1769,Caen,0,Metz,0,0,1,0.488589966685,2017-04-15,ligue-1
1770,Dijon,0,Monaco,0,0,1,0.665075307584,2017-04-15,ligue-1
1771,Lorient,0,Montpellier,0,0,1,0.564956790415,2017-04-15,ligue-1
1772,Saint-Etienne,0,Marseille,0,0,1,0.499827110668,2017-04-15,ligue-1
1773,Bordeaux,0,Nantes,0,0,1,0.396267229398,2017-04-15,ligue-1
1774,Nancy,0,Nice,0,0,1,0.656574351032,2017-04-15,ligue-1
1775,Toulouse,0,Guingamp,0,0,1,0.513215389882,2017-04-15,ligue-1
1776,Marseille,0,Nancy,0,0,2,0.408414103191,2017-04-22,ligue-1
1777,Nice,0,Toulouse,0,0,2,0.53434335131,2017-04-22,ligue-1
1778,Metz,0,Lorient,0,0,1,0.383691773869,2017-04-22,ligue-1
1779,Nantes,0,Caen,0,0,1,0.452656323718,2017-04-22,ligue-1
1780,Bastia,0,Bordeaux,0,0,1,0.538231135069,2017-04-22,ligue-1
1781,Guingamp,0,Lille,0,0,2,0.412357289076,2017-04-22,ligue-1
1782,Montpellier,0,Paris SG,0,0,1,0.62413645524,2017-04-22,ligue-1
1783,Monaco,0,Lyon,0,0,1,0.37079433978,2017-04-22,ligue-1
1784,Angers,0,Dijon,0,0,1,0.483754953315,2017-04-22,ligue-1
1785,Rennes,0,Saint-Etienne,0,0,1,0.472928996393,2017-04-22,ligue-1
1786,Toulouse,0,Monaco,0,0,1,0.626275435986,2017-04-29,ligue-1
1787,Bordeaux,0,Dijon,0,0,1,0.395595334544,2017-04-29,ligue-1
1788,Nancy,0,Metz,0,0,1,0.454134697817,2017-04-29,ligue-1
1789,Rennes,0,Bastia,0,0,2,0.382149774236,2017-04-29,ligue-1
1790,Saint-Etienne,0,Guingamp,0,0,1,0.498091787918,2017-04-29,ligue-1
1791,Paris SG,0,Nice,0,0,1,0.528610016347,2017-04-29,ligue-1
1792,Marseille,0,Caen,0,0,2,0.445718189221,2017-04-29,ligue-1
1793,Lorient,0,Nantes,0,0,1,0.540708295786,2017-04-29,ligue-1
1794,Lyon,0,Angers,0,0,2,0.512103276898,2017-04-29,ligue-1
1795,Lille,0,Montpellier,0,0,1,0.498123730894,2017-04-29,ligue-1
1796,Nice,0,Marseille,0,0,2,0.465967279661,2017-05-06,ligue-1
1797,Nantes,0,Lyon,0,0,1,0.611040324225,2017-05-06,ligue-1
1798,Metz,0,Lille,0,0,1,0.458330581153,2017-05-06,ligue-1
1799,Dijon,0,Guingamp,0,0,1,0.576036234936,2017-05-06,ligue-1
1800,Angers,0,Lorient,0,0,1,0.408132313764,2017-05-06,ligue-1
1801,Montpellier,0,Rennes,0,0,1,0.517507857481,2017-05-06,ligue-1
1802,Bordeaux,0,Saint-Etienne,0,0,1,0.486458404852,2017-05-06,ligue-1
1803,Caen,0,Toulouse,0,0,1,0.549383020144,2017-05-06,ligue-1
1804,Bastia,0,Paris SG,0,0,1,0.641657437158,2017-05-06,ligue-1
1805,Monaco,0,Nancy,0,0,2,0.563441716508,2017-05-06,ligue-1
1806,Guingamp,0,Nantes,0,0,2,0.422610705662,2017-05-13,ligue-1
1807,Angers,0,Nice,0,0,1,0.67151790369,2017-05-13,ligue-1
1808,Toulouse,0,Metz,0,0,1,0.397538577097,2017-05-13,ligue-1
1809,Lyon,0,Montpellier,0,0,2,0.445021525229,2017-05-13,ligue-1
1810,Marseille,0,Bordeaux,0,0,1,0.410386956135,2017-05-13,ligue-1
1811,Paris SG,0,Saint-Etienne,0,0,2,0.451886533252,2017-05-13,ligue-1
1812,Lille,0,Monaco,0,0,1,0.668732503086,2017-05-13,ligue-1
1813,Nancy,0,Dijon,0,0,1,0.446819529869,2017-05-13,ligue-1
1814,Lorient,0,Bastia,0,0,1,0.536775405947,2017-05-13,ligue-1
1815,Rennes,0,Caen,0,0,2,0.404711308585,2017-05-13,ligue-1
1816,Caen,0,Paris SG,0,0,1,0.64369388634,2017-05-20,ligue-1
1817,Dijon,0,Toulouse,0,0,1,0.538044916581,2017-05-20,ligue-1
1818,Saint-Etienne,0,Nancy,0,0,1,0.395534806602,2017-05-20,ligue-1
1819,Montpellier,0,Angers,0,0,1,0.417207611311,2017-05-20,ligue-1
1820,Bordeaux,0,Lorient,0,0,2,0.421469354895,2017-05-20,ligue-1
1821,Monaco,0,Rennes,0,0,2,0.472403493632,2017-05-20,ligue-1
1822,Nantes,0,Lille,0,0,1,0.465739176642,2017-05-20,ligue-1
1823,Metz,0,Guingamp,0,0,1,0.564847739091,2017-05-20,ligue-1
1824,Bastia,0,Marseille,0,0,1,0.580160550086,2017-05-20,ligue-1
1825,Nice,0,Lyon,0,0,2,0.402895270578,2017-05-20,ligue-1
