ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
310,Espanyol,4,FC Sevilla,6,1,1,0.563509914768,2016-08-20,primera-division
311,Athletic Bilbao,1,Sporting Gijon,2,1,2,0.483483264646,2016-08-21,primera-division
312,Real Madrid,3,Real Sociedad,0,2,2,0.427310973347,2016-08-21,primera-division
313,Alaves,1,Atletico Madrid,1,0,1,0.557664432775,2016-08-21,primera-division
314,Leganes,1,Celta Vigo,0,2,1,0.532510512057,2016-08-22,primera-division
315,Las Palmas,4,Valencia,2,2,2,0.406324422137,2016-08-22,primera-division
316,Deportivo,0,Real Betis,0,0,1,0.485183465736,2016-08-26,primera-division
317,Malaga,2,Espanyol,2,0,1,0.487873610818,2016-08-26,primera-division
318,Valencia,0,Eibar,1,1,1,0.577549608855,2016-08-27,primera-division
319,Real Sociedad,2,Osasuna,0,2,2,0.605160044127,2016-08-27,primera-division
320,Celta Vigo,1,Real Madrid,2,1,1,0.641286435329,2016-08-27,primera-division
321,Atletico Madrid,0,Leganes,0,0,2,0.458249537098,2016-08-27,primera-division
322,Sporting Gijon,0,Alaves,0,0,1,0.58835992545,2016-08-28,primera-division
323,Granada,1,Las Palmas,5,1,1,0.606631897473,2016-08-28,primera-division
324,FC Barcelona,1,Athletic Bilbao,0,2,2,0.412608351696,2016-08-28,primera-division
325,FC Sevilla,0,Villarreal,0,0,1,0.435775213226,2016-08-28,primera-division
326,Espanyol,1,Real Sociedad,1,0,1,0.517692556404,2016-09-09,primera-division
327,Atletico Madrid,4,Celta Vigo,0,2,2,0.396250757185,2016-09-10,primera-division
328,Osasuna,2,Real Madrid,5,1,1,0.698652970054,2016-09-10,primera-division
329,Las Palmas,1,FC Sevilla,2,1,1,0.581314733529,2016-09-10,primera-division
330,Villarreal,2,Malaga,0,2,2,0.397566672192,2016-09-10,primera-division
331,Alaves,2,FC Barcelona,1,2,1,0.606090031974,2016-09-10,primera-division
332,Leganes,1,Sporting Gijon,2,1,1,0.406891497055,2016-09-11,primera-division
333,Real Betis,3,Valencia,2,2,1,0.405736656238,2016-09-11,primera-division
334,Eibar,2,Granada,1,2,2,0.493406692313,2016-09-11,primera-division
335,Athletic Bilbao,1,Deportivo,0,2,2,0.421722646484,2016-09-11,primera-division
336,Granada,2,Real Betis,2,0,1,0.567251610883,2016-09-16,primera-division
337,FC Barcelona,5,Leganes,1,2,2,0.555270527301,2016-09-17,primera-division
338,Sporting Gijon,0,Atletico Madrid,5,1,1,0.653977468962,2016-09-17,primera-division
339,FC Sevilla,1,Eibar,1,0,2,0.415163363128,2016-09-17,primera-division
340,Malaga,0,Las Palmas,1,1,1,0.466311294415,2016-09-17,primera-division
341,Celta Vigo,0,Osasuna,0,0,2,0.480353201964,2016-09-18,primera-division
342,Valencia,1,Athletic Bilbao,2,1,1,0.596421369544,2016-09-18,primera-division
343,Real Sociedad,1,Villarreal,2,1,1,0.493110070796,2016-09-18,primera-division
344,Real Madrid,2,Espanyol,0,2,2,0.524905560027,2016-09-18,primera-division
345,Deportivo,0,Alaves,0,0,1,0.532498239868,2016-09-19,primera-division
346,Eibar,1,Malaga,2,1,1,0.452308775231,2016-09-20,primera-division
347,Real Betis,0,FC Sevilla,1,1,1,0.615261703276,2016-09-20,primera-division
348,Sporting Gijon,1,Celta Vigo,2,1,1,0.585173622709,2016-09-21,primera-division
349,Villarreal,1,Real Madrid,1,0,1,0.574982107292,2016-09-21,primera-division
350,Las Palmas,1,Real Sociedad,4,1,1,0.537311598207,2016-09-21,primera-division
351,Athletic Bilbao,2,Granada,1,2,2,0.518679544228,2016-09-21,primera-division
352,Atletico Madrid,1,FC Barcelona,1,0,1,0.531183541226,2016-09-21,primera-division
353,Leganes,2,Deportivo,1,2,1,0.473053562722,2016-09-22,primera-division
354,Espanyol,2,Osasuna,1,2,2,0.522003552042,2016-09-22,primera-division
355,Alaves,1,Valencia,2,1,2,0.408146217983,2016-09-22,primera-division
356,Malaga,0,Real Betis,1,1,1,0.412020737146,2016-09-23,primera-division
357,Real Sociedad,0,Eibar,2,1,1,0.401046148232,2016-09-24,primera-division
358,FC Barcelona,5,Sporting Gijon,0,2,2,0.602978295564,2016-09-24,primera-division
359,FC Sevilla,1,Athletic Bilbao,3,1,2,0.386125661024,2016-09-24,primera-division
360,Real Madrid,2,Las Palmas,2,0,2,0.540364178929,2016-09-24,primera-division
361,Valencia,2,Leganes,1,2,1,0.502681076977,2016-09-25,primera-division
362,Deportivo,0,Atletico Madrid,1,1,1,0.609668678314,2016-09-25,primera-division
363,Osasuna,1,Villarreal,3,1,1,0.670226402597,2016-09-25,primera-division
364,Celta Vigo,2,Espanyol,0,2,1,0.498664175075,2016-09-25,primera-division
365,Granada,1,Alaves,3,1,1,0.604277254936,2016-09-26,primera-division
366,Real Betis,0,Real Sociedad,1,1,1,0.577835986089,2016-09-30,primera-division
367,Leganes,1,Granada,0,2,1,0.380800752186,2016-10-01,primera-division
368,Alaves,1,FC Sevilla,2,1,1,0.583787037898,2016-10-01,primera-division
369,Las Palmas,2,Osasuna,2,0,2,0.505699771441,2016-10-01,primera-division
370,Sporting Gijon,1,Deportivo,2,1,1,0.530897549066,2016-10-01,primera-division
371,Atletico Madrid,2,Valencia,0,2,2,0.504316013985,2016-10-02,primera-division
372,Eibar,1,Real Madrid,1,0,1,0.640690678745,2016-10-02,primera-division
373,Villarreal,0,Espanyol,0,0,1,0.381799926531,2016-10-02,primera-division
374,Athletic Bilbao,1,Malaga,2,1,1,0.425573778978,2016-10-02,primera-division
375,FC Barcelona,3,Celta Vigo,4,1,2,0.501553075603,2016-10-02,primera-division
376,Espanyol,0,Las Palmas,0,0,1,0.445413734727,2016-10-14,primera-division
377,FC Sevilla,3,Leganes,2,2,2,0.533148219352,2016-10-15,primera-division
378,Deportivo,0,FC Barcelona,4,1,1,0.642612951714,2016-10-15,primera-division
379,Granada,1,Atletico Madrid,7,1,1,0.663775110888,2016-10-15,primera-division
380,Real Madrid,6,Real Betis,1,2,2,0.591507866075,2016-10-15,primera-division
381,Malaga,1,Alaves,1,0,1,0.464153705564,2016-10-16,primera-division
382,Real Sociedad,2,Athletic Bilbao,3,1,1,0.427507621789,2016-10-16,primera-division
383,Valencia,2,Sporting Gijon,1,2,1,0.443915607208,2016-10-16,primera-division
384,Celta Vigo,0,Villarreal,5,1,1,0.569667639091,2016-10-16,primera-division
385,Osasuna,3,Eibar,2,2,1,0.62017999335,2016-10-17,primera-division
386,Real Betis,2,Osasuna,1,2,2,0.444243585805,2016-10-21,primera-division
387,Eibar,3,Espanyol,3,0,1,0.474060417631,2016-10-22,primera-division
388,FC Barcelona,3,Valencia,2,2,2,0.592472162878,2016-10-22,primera-division
389,Alaves,0,Real Sociedad,3,1,1,0.539728604065,2016-10-22,primera-division
390,Sporting Gijon,0,Granada,0,0,1,0.441578507844,2016-10-22,primera-division
391,Deportivo,1,Celta Vigo,4,1,1,0.526685292477,2016-10-23,primera-division
392,Atletico Madrid,0,FC Sevilla,1,1,1,0.504237683774,2016-10-23,primera-division
393,Leganes,0,Malaga,4,1,1,0.542408597064,2016-10-23,primera-division
394,Las Palmas,1,Villarreal,2,1,1,0.564116799971,2016-10-23,primera-division
395,Athletic Bilbao,1,Real Madrid,2,1,1,0.624112266328,2016-10-23,primera-division
396,Real Sociedad,2,Leganes,0,2,2,0.477352486566,2016-10-28,primera-division
397,FC Sevilla,1,Sporting Gijon,1,0,2,0.584119938717,2016-10-29,primera-division
398,Real Madrid,4,Alaves,1,2,2,0.53901524842,2016-10-29,primera-division
399,Malaga,2,Atletico Madrid,4,1,1,0.553479370438,2016-10-29,primera-division
400,Granada,0,FC Barcelona,1,1,1,0.681661304105,2016-10-29,primera-division
401,Villarreal,1,Eibar,2,1,1,0.37626418242,2016-10-30,primera-division
402,Osasuna,1,Athletic Bilbao,1,0,1,0.634526343652,2016-10-30,primera-division
403,Espanyol,1,Real Betis,0,2,1,0.390530111837,2016-10-30,primera-division
404,Celta Vigo,3,Las Palmas,3,0,1,0.47745799528,2016-10-30,primera-division
405,Valencia,1,Deportivo,1,0,1,0.508693221122,2016-10-31,primera-division
406,Sporting Gijon,2,Malaga,3,1,1,0.593080268511,2016-11-04,primera-division
407,Deportivo,1,Granada,1,0,1,0.375167669821,2016-11-05,primera-division
408,Atletico Madrid,0,Real Sociedad,2,1,1,0.451692728136,2016-11-05,primera-division
409,Alaves,1,Osasuna,0,2,2,0.507156382761,2016-11-05,primera-division
410,Eibar,0,Las Palmas,1,1,1,0.451947809999,2016-11-05,primera-division
411,Leganes,0,Real Madrid,3,1,1,0.677068276711,2016-11-06,primera-division
412,Athletic Bilbao,0,Espanyol,0,0,1,0.44747985621,2016-11-06,primera-division
413,Valencia,1,Celta Vigo,2,1,1,0.564631529347,2016-11-06,primera-division
414,Real Betis,0,Villarreal,2,1,1,0.604002597823,2016-11-06,primera-division
415,FC Barcelona,2,FC Sevilla,1,2,1,0.437383197294,2016-11-06,primera-division
416,Las Palmas,0,Real Betis,2,1,1,0.412373837541,2016-11-18,primera-division
417,FC Sevilla,3,Deportivo,2,2,2,0.533844649359,2016-11-19,primera-division
418,Malaga,0,FC Barcelona,0,0,1,0.600368893304,2016-11-19,primera-division
419,Celta Vigo,0,Eibar,1,1,1,0.489842125217,2016-11-19,primera-division
420,Real Madrid,3,Atletico Madrid,0,2,2,0.446730376215,2016-11-19,primera-division
421,Espanyol,1,Alaves,0,2,1,0.443300194919,2016-11-20,primera-division
422,Granada,1,Valencia,1,0,1,0.513995718224,2016-11-20,primera-division
423,Real Sociedad,3,Sporting Gijon,1,2,2,0.535528946537,2016-11-20,primera-division
424,Villarreal,0,Athletic Bilbao,1,1,1,0.402050639927,2016-11-20,primera-division
425,Osasuna,0,Leganes,2,1,1,0.5653274143,2016-11-21,primera-division
426,Real Betis,1,Eibar,3,1,1,0.529523916157,2016-11-25,primera-division
427,Deportivo,3,Malaga,4,1,1,0.536562145256,2016-11-26,primera-division
428,Sporting Gijon,1,Real Madrid,2,1,1,0.699638329322,2016-11-26,primera-division
429,Leganes,0,Espanyol,3,1,1,0.560484359445,2016-11-26,primera-division
430,Valencia,1,FC Sevilla,2,1,1,0.646330780507,2016-11-26,primera-division
431,Alaves,2,Villarreal,0,2,1,0.566349945721,2016-11-27,primera-division
432,Atletico Madrid,3,Osasuna,0,2,2,0.589117329439,2016-11-27,primera-division
433,Granada,1,Celta Vigo,3,1,1,0.602917601788,2016-11-27,primera-division
434,FC Barcelona,1,Real Sociedad,1,0,1,0.380588177931,2016-11-27,primera-division
435,Athletic Bilbao,1,Las Palmas,3,1,1,0.42541854281,2016-11-28,primera-division
436,FC Sevilla,1,Granada,2,1,2,0.611890171194,2016-12-03,primera-division
437,Real Madrid,1,FC Barcelona,1,0,1,0.402843591081,2016-12-03,primera-division
438,Villarreal,0,Leganes,0,0,2,0.47772651099,2016-12-03,primera-division
439,Espanyol,0,Atletico Madrid,0,0,1,0.535489783337,2016-12-03,primera-division
440,Celta Vigo,3,Real Betis,3,0,1,0.424170739141,2016-12-04,primera-division
441,Eibar,1,Athletic Bilbao,3,1,1,0.492821025208,2016-12-04,primera-division
442,Osasuna,1,Sporting Gijon,3,1,1,0.514876799485,2016-12-04,primera-division
443,Las Palmas,1,Alaves,1,0,1,0.465112298543,2016-12-04,primera-division
444,Malaga,2,Valencia,2,0,2,0.39877085466,2016-12-04,primera-division
445,Real Sociedad,1,Deportivo,5,1,2,0.478132541428,2016-12-05,primera-division
446,Granada,1,Malaga,1,0,1,0.609592007578,2016-12-09,primera-division
447,FC Barcelona,3,Osasuna,0,2,2,0.660467986457,2016-12-10,primera-division
448,Valencia,2,Real Sociedad,3,1,1,0.615905331717,2016-12-10,primera-division
449,Leganes,1,Las Palmas,1,0,1,0.540668218015,2016-12-10,primera-division
450,Deportivo,2,Real Madrid,3,1,1,0.671504273612,2016-12-10,primera-division
451,Alaves,0,Eibar,0,0,1,0.483154084982,2016-12-11,primera-division
452,FC Sevilla,3,Celta Vigo,0,2,2,0.476492578704,2016-12-11,primera-division
453,Sporting Gijon,1,Espanyol,2,1,1,0.608398001954,2016-12-11,primera-division
454,Athletic Bilbao,0,Real Betis,1,1,2,0.395651104754,2016-12-11,primera-division
455,Atletico Madrid,0,Villarreal,3,1,1,0.47840480342,2016-12-12,primera-division
456,Real Betis,0,Alaves,1,1,1,0.516432399917,2016-12-16,primera-division
457,Villarreal,3,Sporting Gijon,1,2,2,0.534717727599,2016-12-17,primera-division
458,Las Palmas,0,Atletico Madrid,1,1,1,0.555504321372,2016-12-17,primera-division
459,Real Sociedad,2,Granada,0,2,2,0.567403612785,2016-12-17,primera-division
460,Malaga,1,FC Sevilla,4,1,1,0.578227088468,2016-12-17,primera-division
461,Eibar,1,Leganes,1,0,2,0.39162502306,2016-12-18,primera-division
462,Osasuna,0,Deportivo,2,1,1,0.571392188897,2016-12-18,primera-division
463,Real Madrid,0,Valencia,0,0,2,0.63862513036,2016-12-18,primera-division
464,Espanyol,1,FC Barcelona,4,1,1,0.586827206043,2016-12-18,primera-division
465,Celta Vigo,1,Athletic Bilbao,2,1,1,0.513327805353,2016-12-19,primera-division
466,Deportivo,0,Espanyol,0,0,1,0.554619877401,2017-01-06,primera-division
467,Granada,0,Real Madrid,0,0,1,0.701781100321,2017-01-07,primera-division
468,Atletico Madrid,0,Eibar,0,0,1,0.387976486016,2017-01-07,primera-division
469,Malaga,0,Celta Vigo,0,0,1,0.45545324404,2017-01-07,primera-division
470,FC Sevilla,0,Real Sociedad,0,0,1,0.410603090321,2017-01-07,primera-division
471,Alaves,0,Athletic Bilbao,0,0,1,0.507713792097,2017-01-08,primera-division
472,Leganes,0,Real Betis,0,0,1,0.491115065184,2017-01-08,primera-division
473,Sporting Gijon,0,Las Palmas,0,0,1,0.590605084933,2017-01-08,primera-division
474,FC Barcelona,0,Villarreal,0,0,1,0.405449513418,2017-01-08,primera-division
475,Valencia,0,Osasuna,0,0,1,0.38883659631,2017-01-09,primera-division
476,Real Sociedad,0,Malaga,0,0,2,0.39599295652,2017-01-13,primera-division
477,Athletic Bilbao,0,Leganes,0,0,2,0.42070803706,2017-01-14,primera-division
478,Las Palmas,0,FC Barcelona,0,0,1,0.603669864793,2017-01-14,primera-division
479,Real Betis,0,Atletico Madrid,0,0,1,0.597451316045,2017-01-14,primera-division
480,Alaves,0,Celta Vigo,0,0,1,0.458043151055,2017-01-14,primera-division
481,Espanyol,0,Valencia,0,0,2,0.425201515003,2017-01-15,primera-division
482,Villarreal,0,Deportivo,0,0,2,0.478783653273,2017-01-15,primera-division
483,Osasuna,0,Granada,0,0,1,0.492935054395,2017-01-15,primera-division
484,Real Madrid,0,FC Sevilla,0,0,1,0.372988489343,2017-01-15,primera-division
485,Eibar,0,Sporting Gijon,0,0,2,0.456540720532,2017-01-16,primera-division
486,Deportivo,0,Las Palmas,0,0,1,0.534752556947,2017-01-20,primera-division
487,Granada,0,Espanyol,0,0,1,0.623230121761,2017-01-21,primera-division
488,Malaga,0,Real Madrid,0,0,1,0.638088477552,2017-01-21,primera-division
489,Leganes,0,Alaves,0,0,1,0.538481466764,2017-01-21,primera-division
490,Valencia,0,Villarreal,0,0,1,0.641504505234,2017-01-21,primera-division
491,FC Sevilla,0,Osasuna,0,0,2,0.644968390209,2017-01-22,primera-division
492,Atletico Madrid,0,Athletic Bilbao,0,0,1,0.41374047774,2017-01-22,primera-division
493,Sporting Gijon,0,Real Betis,0,0,1,0.547221407455,2017-01-22,primera-division
494,FC Barcelona,0,Eibar,0,0,2,0.441110938109,2017-01-22,primera-division
495,Celta Vigo,0,Real Sociedad,0,0,1,0.542847165635,2017-01-23,primera-division
496,Malaga,0,Osasuna,0,0,2,0.498408998863,2017-01-27,primera-division
497,Granada,0,Villarreal,0,0,1,0.666486593611,2017-01-28,primera-division
498,Atletico Madrid,0,Alaves,0,0,1,0.370397631942,2017-01-28,primera-division
499,Deportivo,0,Eibar,0,0,1,0.544289807246,2017-01-28,primera-division
500,Celta Vigo,0,Leganes,0,0,1,0.39987866559,2017-01-28,primera-division
501,FC Barcelona,0,Real Betis,0,0,2,0.534959290278,2017-01-29,primera-division
502,FC Sevilla,0,Espanyol,0,0,2,0.431812869996,2017-01-29,primera-division
503,Sporting Gijon,0,Athletic Bilbao,0,0,1,0.614921133288,2017-01-29,primera-division
504,Real Sociedad,0,Real Madrid,0,0,1,0.601045416317,2017-01-29,primera-division
505,Valencia,0,Las Palmas,0,0,1,0.570651697381,2017-01-30,primera-division
506,Real Betis,0,Deportivo,0,0,1,0.448802049649,2017-02-05,primera-division
507,Athletic Bilbao,0,FC Barcelona,0,0,1,0.578522757257,2017-02-05,primera-division
508,Osasuna,0,Real Sociedad,0,0,1,0.645976444984,2017-02-05,primera-division
509,Alaves,0,Sporting Gijon,0,0,2,0.422827160867,2017-02-05,primera-division
510,Espanyol,0,Malaga,0,0,1,0.44606427254,2017-02-05,primera-division
511,Real Madrid,0,Celta Vigo,0,0,2,0.563600529002,2017-02-05,primera-division
512,Villarreal,0,FC Sevilla,0,0,1,0.494630314002,2017-02-05,primera-division
513,Eibar,0,Valencia,0,0,2,0.441915631069,2017-02-05,primera-division
514,Leganes,0,Atletico Madrid,0,0,1,0.615417938127,2017-02-05,primera-division
515,Las Palmas,0,Granada,0,0,2,0.459286444792,2017-02-05,primera-division
516,FC Barcelona,0,Alaves,0,0,2,0.474413650684,2017-02-12,primera-division
517,FC Sevilla,0,Las Palmas,0,0,2,0.450585290069,2017-02-12,primera-division
518,Valencia,0,Real Betis,0,0,1,0.525429915856,2017-02-12,primera-division
519,Deportivo,0,Athletic Bilbao,0,0,1,0.56535380665,2017-02-12,primera-division
520,Celta Vigo,0,Atletico Madrid,0,0,1,0.561943515711,2017-02-12,primera-division
521,Sporting Gijon,0,Leganes,0,0,1,0.525061007036,2017-02-12,primera-division
522,Granada,0,Eibar,0,0,1,0.610708336704,2017-02-12,primera-division
523,Real Madrid,0,Osasuna,0,0,2,0.695211307211,2017-02-12,primera-division
524,Real Sociedad,0,Espanyol,0,0,1,0.406112548911,2017-02-12,primera-division
525,Malaga,0,Villarreal,0,0,1,0.561818195845,2017-02-12,primera-division
526,Athletic Bilbao,0,Valencia,0,0,2,0.469389307874,2017-02-19,primera-division
527,Leganes,0,FC Barcelona,0,0,1,0.648373200603,2017-02-19,primera-division
528,Villarreal,0,Real Sociedad,0,0,1,0.440831163065,2017-02-19,primera-division
529,Osasuna,0,Celta Vigo,0,0,1,0.616939476094,2017-02-19,primera-division
530,Las Palmas,0,Malaga,0,0,1,0.468020464579,2017-02-19,primera-division
531,Real Betis,0,Granada,0,0,2,0.395438740074,2017-02-19,primera-division
532,Atletico Madrid,0,Sporting Gijon,0,0,2,0.517098743228,2017-02-19,primera-division
533,Alaves,0,Deportivo,0,0,1,0.395505004397,2017-02-19,primera-division
534,Espanyol,0,Real Madrid,0,0,1,0.627535730229,2017-02-19,primera-division
535,Eibar,0,FC Sevilla,0,0,1,0.574904802513,2017-02-19,primera-division
536,Deportivo,0,Leganes,0,0,1,0.461297348284,2017-02-26,primera-division
537,Real Madrid,0,Villarreal,0,0,2,0.426694161555,2017-02-26,primera-division
538,Granada,0,Athletic Bilbao,0,0,1,0.627035981835,2017-02-26,primera-division
539,Celta Vigo,0,Sporting Gijon,0,0,2,0.394171410753,2017-02-26,primera-division
540,Real Sociedad,0,Las Palmas,0,0,2,0.38863518129,2017-02-26,primera-division
541,FC Sevilla,0,Real Betis,0,0,2,0.511642989905,2017-02-26,primera-division
542,Osasuna,0,Espanyol,0,0,1,0.633789997942,2017-02-26,primera-division
543,Valencia,0,Alaves,0,0,1,0.56831445474,2017-02-26,primera-division
544,Malaga,0,Eibar,0,0,1,0.479547962124,2017-02-26,primera-division
545,FC Barcelona,0,Atletico Madrid,0,0,1,0.392991707185,2017-02-26,primera-division
546,Leganes,0,Valencia,0,0,1,0.430129434486,2017-03-01,primera-division
547,Espanyol,0,Celta Vigo,0,0,1,0.433906994372,2017-03-01,primera-division
548,Eibar,0,Real Sociedad,0,0,1,0.527655091202,2017-03-01,primera-division
549,Real Betis,0,Malaga,0,0,1,0.520078901939,2017-03-01,primera-division
550,Athletic Bilbao,0,FC Sevilla,0,0,1,0.553590018196,2017-03-01,primera-division
551,Sporting Gijon,0,FC Barcelona,0,0,1,0.676875554261,2017-03-01,primera-division
552,Villarreal,0,Osasuna,0,0,2,0.603924758476,2017-03-01,primera-division
553,Atletico Madrid,0,Deportivo,0,0,2,0.45940353824,2017-03-01,primera-division
554,Las Palmas,0,Real Madrid,0,0,1,0.642052443102,2017-03-01,primera-division
555,Alaves,0,Granada,0,0,2,0.460980002123,2017-03-01,primera-division
556,Deportivo,0,Sporting Gijon,0,0,1,0.401088287534,2017-03-05,primera-division
557,Celta Vigo,0,FC Barcelona,0,0,1,0.605601390657,2017-03-05,primera-division
558,Granada,0,Leganes,0,0,1,0.546469025373,2017-03-05,primera-division
559,Valencia,0,Atletico Madrid,0,0,1,0.637306042174,2017-03-05,primera-division
560,Osasuna,0,Las Palmas,0,0,1,0.61863406525,2017-03-05,primera-division
561,Espanyol,0,Villarreal,0,0,1,0.54463306464,2017-03-05,primera-division
562,Real Sociedad,0,Real Betis,0,0,2,0.453434250694,2017-03-05,primera-division
563,Malaga,0,Athletic Bilbao,0,0,1,0.503731236014,2017-03-05,primera-division
564,FC Sevilla,0,Alaves,0,0,2,0.448943693828,2017-03-05,primera-division
565,Real Madrid,0,Eibar,0,0,2,0.508815894201,2017-03-05,primera-division
566,Alaves,0,Malaga,0,0,1,0.470049295746,2017-03-12,primera-division
567,Las Palmas,0,Espanyol,0,0,1,0.488953238638,2017-03-12,primera-division
568,Real Betis,0,Real Madrid,0,0,1,0.665833424707,2017-03-12,primera-division
569,Athletic Bilbao,0,Real Sociedad,0,0,1,0.503858011926,2017-03-12,primera-division
570,Leganes,0,FC Sevilla,0,0,1,0.630252722417,2017-03-12,primera-division
571,Eibar,0,Osasuna,0,0,2,0.537564413599,2017-03-12,primera-division
572,Atletico Madrid,0,Granada,0,0,2,0.549960178961,2017-03-12,primera-division
573,Villarreal,0,Celta Vigo,0,0,2,0.416783826407,2017-03-12,primera-division
574,FC Barcelona,0,Deportivo,0,0,2,0.556045562795,2017-03-12,primera-division
575,Sporting Gijon,0,Valencia,0,0,1,0.490143491578,2017-03-12,primera-division
576,Real Sociedad,0,Alaves,0,0,2,0.386830770676,2017-03-19,primera-division
577,Villarreal,0,Las Palmas,0,0,2,0.390017444945,2017-03-19,primera-division
578,Granada,0,Sporting Gijon,0,0,1,0.491534895484,2017-03-19,primera-division
579,Valencia,0,FC Barcelona,0,0,1,0.662651217245,2017-03-19,primera-division
580,Espanyol,0,Eibar,0,0,1,0.459569368679,2017-03-19,primera-division
581,Osasuna,0,Real Betis,0,0,1,0.584224033724,2017-03-19,primera-division
582,Real Madrid,0,Athletic Bilbao,0,0,2,0.483307078495,2017-03-19,primera-division
583,Malaga,0,Leganes,0,0,1,0.387619311716,2017-03-19,primera-division
584,Celta Vigo,0,Deportivo,0,0,1,0.40568576114,2017-03-19,primera-division
585,FC Sevilla,0,Atletico Madrid,0,0,1,0.423268038182,2017-03-19,primera-division
586,Sporting Gijon,0,FC Sevilla,0,0,1,0.661523807329,2017-04-02,primera-division
587,Athletic Bilbao,0,Osasuna,0,0,2,0.560629217343,2017-04-02,primera-division
588,Leganes,0,Real Sociedad,0,0,1,0.595375604403,2017-04-02,primera-division
589,Atletico Madrid,0,Malaga,0,0,2,0.376986806669,2017-04-02,primera-division
590,Las Palmas,0,Celta Vigo,0,0,1,0.456047210458,2017-04-02,primera-division
591,Deportivo,0,Valencia,0,0,1,0.424407281251,2017-04-02,primera-division
592,Eibar,0,Villarreal,0,0,1,0.554055802859,2017-04-02,primera-division
593,Alaves,0,Real Madrid,0,0,1,0.644524983242,2017-04-02,primera-division
594,Real Betis,0,Espanyol,0,0,1,0.539063756118,2017-04-02,primera-division
595,FC Barcelona,0,Granada,0,0,2,0.62913272891,2017-04-02,primera-division
596,Malaga,0,Sporting Gijon,0,0,2,0.413296619161,2017-04-05,primera-division
597,Espanyol,0,Athletic Bilbao,0,0,1,0.484461466642,2017-04-05,primera-division
598,Las Palmas,0,Eibar,0,0,1,0.480927263201,2017-04-05,primera-division
599,Osasuna,0,Alaves,0,0,1,0.61614878648,2017-04-05,primera-division
600,Real Sociedad,0,Atletico Madrid,0,0,1,0.481191153778,2017-04-05,primera-division
601,Granada,0,Deportivo,0,0,1,0.552410167738,2017-04-05,primera-division
602,Celta Vigo,0,Valencia,0,0,2,0.379703561299,2017-04-05,primera-division
603,FC Sevilla,0,FC Barcelona,0,0,1,0.496430259097,2017-04-05,primera-division
604,Villarreal,0,Real Betis,0,0,2,0.454249920373,2017-04-05,primera-division
605,Real Madrid,0,Leganes,0,0,2,0.60825434655,2017-04-05,primera-division
606,Real Betis,0,Las Palmas,0,0,1,0.518605957599,2017-04-09,primera-division
607,Sporting Gijon,0,Real Sociedad,0,0,1,0.632926826629,2017-04-09,primera-division
608,Valencia,0,Granada,0,0,1,0.418168924484,2017-04-09,primera-division
609,FC Barcelona,0,Malaga,0,0,2,0.483378145941,2017-04-09,primera-division
610,Deportivo,0,FC Sevilla,0,0,1,0.624293452353,2017-04-09,primera-division
611,Athletic Bilbao,0,Villarreal,0,0,1,0.530201620474,2017-04-09,primera-division
612,Eibar,0,Celta Vigo,0,0,1,0.439720964783,2017-04-09,primera-division
613,Leganes,0,Osasuna,0,0,2,0.419654140436,2017-04-09,primera-division
614,Atletico Madrid,0,Real Madrid,0,0,1,0.581734577951,2017-04-09,primera-division
615,Alaves,0,Espanyol,0,0,1,0.491022847968,2017-04-09,primera-division
616,Real Sociedad,0,FC Barcelona,0,0,1,0.548647935323,2017-04-16,primera-division
617,Eibar,0,Real Betis,0,0,1,0.395934058798,2017-04-16,primera-division
618,Espanyol,0,Leganes,0,0,2,0.374651624529,2017-04-16,primera-division
619,Osasuna,0,Atletico Madrid,0,0,1,0.668665178888,2017-04-16,primera-division
620,Real Madrid,0,Sporting Gijon,0,0,2,0.646965399859,2017-04-16,primera-division
621,Malaga,0,Deportivo,0,0,1,0.393367162629,2017-04-16,primera-division
622,Las Palmas,0,Athletic Bilbao,0,0,1,0.505438817395,2017-04-16,primera-division
623,Villarreal,0,Alaves,0,0,2,0.388112692141,2017-04-16,primera-division
624,FC Sevilla,0,Valencia,0,0,2,0.572663772652,2017-04-16,primera-division
625,Celta Vigo,0,Granada,0,0,2,0.432933289152,2017-04-16,primera-division
626,Valencia,0,Malaga,0,0,1,0.573051340664,2017-04-23,primera-division
627,Sporting Gijon,0,Osasuna,0,0,1,0.412137105132,2017-04-23,primera-division
628,Real Betis,0,Celta Vigo,0,0,1,0.509523742199,2017-04-23,primera-division
629,Deportivo,0,Real Sociedad,0,0,1,0.589247725887,2017-04-23,primera-division
630,Granada,0,FC Sevilla,0,0,1,0.667489434462,2017-04-23,primera-division
631,FC Barcelona,0,Real Madrid,0,0,1,0.528430182212,2017-04-23,primera-division
632,Athletic Bilbao,0,Eibar,0,0,1,0.441236209629,2017-04-23,primera-division
633,Leganes,0,Villarreal,0,0,1,0.621180668796,2017-04-23,primera-division
634,Atletico Madrid,0,Espanyol,0,0,1,0.393942445961,2017-04-23,primera-division
635,Alaves,0,Las Palmas,0,0,1,0.469299507421,2017-04-23,primera-division
636,Espanyol,0,Sporting Gijon,0,0,2,0.439513209667,2017-04-26,primera-division
637,Osasuna,0,FC Barcelona,0,0,1,0.681257402492,2017-04-26,primera-division
638,Las Palmas,0,Leganes,0,0,1,0.387824804175,2017-04-26,primera-division
