Season_Yr,Visitor_Team,Home_Team,Home_Team_PTS,Visitor_Team_PTS
2015,Philadelphia 76ers,Sacramento Kings,106,107
2015,Miami Heat,Boston Celtics,93,86
2015,Brooklyn Nets,Charlotte Hornets,91,88
2015,Philadelphia 76ers,Denver Nuggets,99,85
2015,Cleveland Cavaliers,Memphis Grizzlies,111,89
2015,Los Angeles Lakers,Minnesota Timberwolves,101,99
2015,Houston Rockets,New Orleans Pelicans,95,93
2015,Los Angeles Clippers,New York Knicks,111,80
2015,Atlanta Hawks,Orlando Magic,95,83
2015,Sacramento Kings,Phoenix Suns,108,99
2015,Oklahoma City Thunder,San Antonio Spurs,91,130
2015,Chicago Bulls,Toronto Raptors,116,103
2015,Portland Trail Blazers,Utah Jazz,92,89
2015,Indiana Pacers,Washington Wizards,103,101
2015,Indiana Pacers,Milwaukee Bucks,107,111
2015,Miami Heat,Atlanta Hawks,86,99
2015,Cleveland Cavaliers,Brooklyn Nets,98,106
2015,Utah Jazz,Denver Nuggets,91,107
2015,Minnesota Timberwolves,Houston Rockets,110,120
2015,Golden State Warriors,Memphis Grizzlies,107,84
2015,Sacramento Kings,New Orleans Pelicans,88,102
2015,Boston Celtics,New York Knicks,96,92
2015,Detroit Pistons,Orlando Magic,111,97
2015,Los Angeles Clippers,Philadelphia 76ers,119,98
2015,Portland Trail Blazers,Phoenix Suns,87,81
2015,Dallas Mavericks,San Antonio Spurs,76,94
2015,Los Angeles Lakers,Toronto Raptors,83,94
2015,Charlotte Hornets,Washington Wizards,107,110
2015,New York Knicks,Chicago Bulls,80,111
2015,Atlanta Hawks,Charlotte Hornets,100,115
2015,Golden State Warriors,Milwaukee Bucks,108,95
2015,Denver Nuggets,Portland Trail Blazers,114,120
2015,Oklahoma City Thunder,Utah Jazz,89,94
2015,Los Angeles Clippers,Boston Celtics,119,106
2015,Los Angeles Lakers,Brooklyn Nets,99,107
2015,Philadelphia 76ers,Cleveland Cavaliers,86,87
2015,Dallas Mavericks,Indiana Pacers,99,104
2015,Detroit Pistons,Miami Heat,102,109
2015,Minnesota Timberwolves,New Orleans Pelicans,88,110
2015,Oklahoma City Thunder,Phoenix Suns,109,97
2015,Memphis Grizzlies,San Antonio Spurs,89,103
2015,Houston Rockets,Washington Wizards,99,91
2015,Milwaukee Bucks,Atlanta Hawks,88,101
2015,Boston Celtics,Charlotte Hornets,116,104
2015,Sacramento Kings,Memphis Grizzlies,83,97
2015,Utah Jazz,Minnesota Timberwolves,104,84
2015,Los Angeles Lakers,Philadelphia 76ers,113,111
2015,Phoenix Suns,Portland Trail Blazers,86,109
2015,Houston Rockets,Toronto Raptors,96,99
2015,Indiana Pacers,Brooklyn Nets,106,111
2015,Atlanta Hawks,Detroit Pistons,95,105
2015,Golden State Warriors,Los Angeles Clippers,110,106
2015,San Antonio Spurs,Miami Heat,95,81
2015,Indiana Pacers,Boston Celtics,87,100
2015,Detroit Pistons,Charlotte Hornets,78,102
2015,Sacramento Kings,Houston Rockets,111,115
2015,New Orleans Pelicans,Los Angeles Lakers,113,92
2015,Chicago Bulls,Milwaukee Bucks,91,95
2015,Toronto Raptors,Minnesota Timberwolves,113,99
2015,Brooklyn Nets,New York Knicks,100,98
2015,Dallas Mavericks,Oklahoma City Thunder,135,131
2015,San Antonio Spurs,Orlando Magic,103,91
2015,Los Angeles Clippers,Portland Trail Blazers,126,122
2015,Denver Nuggets,Utah Jazz,84,98
2015,Philadelphia 76ers,Washington Wizards,93,106
2015,Miami Heat,Cleveland Cavaliers,88,114
2015,Houston Rockets,Dallas Mavericks,108,101
2015,Phoenix Suns,Golden State Warriors,106,107
2015,Milwaukee Bucks,Boston Celtics,110,101
2015,Toronto Raptors,Brooklyn Nets,109,114
2015,Detroit Pistons,Chicago Bulls,82,88
2015,Charlotte Hornets,Indiana Pacers,74,93
2015,Portland Trail Blazers,Los Angeles Lakers,107,77
2015,Oklahoma City Thunder,Memphis Grizzlies,92,100
2015,Orlando Magic,Minnesota Timberwolves,97,84
2015,New Orleans Pelicans,Sacramento Kings,101,95
2015,Denver Nuggets,San Antonio Spurs,93,123
2015,New York Knicks,Washington Wizards,87,101
2015,Brooklyn Nets,Atlanta Hawks,99,131
2015,Philadelphia 76ers,Charlotte Hornets,91,92
2015,Golden State Warriors,Dallas Mavericks,123,110
2015,Los Angeles Clippers,Denver Nuggets,107,92
2015,Miami Heat,Detroit Pistons,98,99
2015,Washington Wizards,Memphis Grizzlies,92,83
2015,Orlando Magic,Milwaukee Bucks,97,90
2015,Utah Jazz,Phoenix Suns,85,87
2015,New Orleans Pelicans,Portland Trail Blazers,90,99
2015,Boston Celtics,Toronto Raptors,117,116
2015,Chicago Bulls,Cleveland Cavaliers,94,99
2015,Miami Heat,Indiana Pacers,89,112
2015,Los Angeles Clippers,Los Angeles Lakers,106,78
2015,Philadelphia 76ers,New York Knicks,91,101
2015,Houston Rockets,Oklahoma City Thunder,115,112
2015,Utah Jazz,Sacramento Kings,101,95
2015,Golden State Warriors,San Antonio Spurs,92,107
2015,Portland Trail Blazers,Brooklyn Nets,96,106
2015,Phoenix Suns,Atlanta Hawks,69,96
2015,Los Angeles Lakers,Los Angeles Clippers,100,105
2015,Charlotte Hornets,Miami Heat,100,105
2015,Golden State Warriors,New Orleans Pelicans,100,103
2015,San Antonio Spurs,Oklahoma City Thunder,113,88
2015,Minnesota Timberwolves,Sacramento Kings,111,116
2015,Atlanta Hawks,Brooklyn Nets,114,111
2015,Toronto Raptors,Charlotte Hornets,92,74
2015,Phoenix Suns,Dallas Mavericks,104,107
2015,Los Angeles Lakers,Denver Nuggets,101,119
2015,Boston Celtics,Detroit Pistons,113,103
2015,New Orleans Pelicans,Memphis Grizzlies,74,110
2015,Cleveland Cavaliers,Milwaukee Bucks,104,99
2015,Indiana Pacers,New York Knicks,102,86
2015,Chicago Bulls,Orlando Magic,103,105
2015,Washington Wizards,Philadelphia 76ers,119,90
2015,Minnesota Timberwolves,Portland Trail Blazers,91,116
2015,Houston Rockets,San Antonio Spurs,98,110
2015,Sacramento Kings,Utah Jazz,91,103
2015,Portland Trail Blazers,Golden State Warriors,105,116
2015,Chicago Bulls,Miami Heat,89,78
2015,Charlotte Hornets,Atlanta Hawks,80,104
2015,Washington Wizards,Brooklyn Nets,80,117
2015,Boston Celtics,Cleveland Cavaliers,99,90
2015,Dallas Mavericks,Denver Nuggets,144,143
2015,Indiana Pacers,Detroit Pistons,107,103
2015,San Antonio Spurs,Houston Rockets,104,103
2015,Minnesota Timberwolves,Los Angeles Lakers,98,106
2015,Phoenix Suns,New Orleans Pelicans,75,90
2015,Milwaukee Bucks,New York Knicks,99,91
2015,Sacramento Kings,Oklahoma City Thunder,103,116
2015,Toronto Raptors,Orlando Magic,101,99
2015,Memphis Grizzlies,Utah Jazz,89,88
2015,Philadelphia 76ers,Chicago Bulls,107,114
2015,Minnesota Timberwolves,Golden State Warriors,101,110
2015,Memphis Grizzlies,Los Angeles Clippers,86,94
2015,Toronto Raptors,Miami Heat,107,104
2015,New York Knicks,Orlando Magic,80,79
2015,Utah Jazz,Portland Trail Blazers,111,105
2015,Cleveland Cavaliers,Boston Celtics,78,117
2015,Sacramento Kings,Denver Nuggets,111,122
2015,Charlotte Hornets,Detroit Pistons,77,116
2015,New Orleans Pelicans,Houston Rockets,114,121
2015,Oklahoma City Thunder,Indiana Pacers,104,116
2015,Dallas Mavericks,Los Angeles Lakers,120,106
2015,Brooklyn Nets,Milwaukee Bucks,73,96
2015,Phoenix Suns,San Antonio Spurs,91,107
2015,Atlanta Hawks,Washington Wizards,99,108
2015,New York Knicks,Atlanta Hawks,112,108
2015,Chicago Bulls,Brooklyn Nets,113,86
2015,Houston Rockets,Charlotte Hornets,100,90
2015,Detroit Pistons,Cleveland Cavaliers,97,109
2015,Memphis Grizzlies,Golden State Warriors,107,111
2015,Denver Nuggets,Los Angeles Clippers,103,110
2015,Orlando Magic,Miami Heat,93,100
2015,New Orleans Pelicans,Minnesota Timberwolves,100,88
2015,Portland Trail Blazers,Oklahoma City Thunder,90,101
2015,Milwaukee Bucks,Philadelphia 76ers,107,97
2015,Los Angeles Lakers,Sacramento Kings,92,102
2015,Dallas Mavericks,Utah Jazz,92,109
2015,Toronto Raptors,Boston Celtics,93,95
2015,Washington Wizards,Indiana Pacers,95,99
2015,Los Angeles Clippers,Phoenix Suns,112,101
2015,Orlando Magic,Brooklyn Nets,88,101
2015,Atlanta Hawks,Chicago Bulls,85,91
2015,Washington Wizards,Cleveland Cavaliers,108,113
2015,Portland Trail Blazers,Dallas Mavericks,98,114
2015,Denver Nuggets,Golden State Warriors,126,133
2015,Utah Jazz,Houston Rockets,91,117
2015,Sacramento Kings,Los Angeles Lakers,122,99
2015,Indiana Pacers,Memphis Grizzlies,83,95
2015,Boston Celtics,Milwaukee Bucks,105,100
2015,Oklahoma City Thunder,Minnesota Timberwolves,138,113
2015,San Antonio Spurs,New Orleans Pelicans,103,108
2015,Detroit Pistons,New York Knicks,112,90
2015,Miami Heat,Philadelphia 76ers,105,101
2015,Charlotte Hornets,Toronto Raptors,87,92
2015,Milwaukee Bucks,Chicago Bulls,91,103
2015,New Orleans Pelicans,Golden State Warriors,99,106
2015,Dallas Mavericks,Houston Rockets,108,118
2015,Washington Wizards,Toronto Raptors,93,86
2015,Brooklyn Nets,Atlanta Hawks,92,99
2015,Boston Celtics,Cleveland Cavaliers,100,113
2015,San Antonio Spurs,Los Angeles Clippers,92,107
2015,Portland Trail Blazers,Memphis Grizzlies,86,100
2015,Milwaukee Bucks,Chicago Bulls,82,91
2015,New Orleans Pelicans,Golden State Warriors,87,97
2015,Boston Celtics,Cleveland Cavaliers,91,99
2015,Dallas Mavericks,Houston Rockets,99,111
2015,Washington Wizards,Toronto Raptors,117,106
2015,Brooklyn Nets,Atlanta Hawks,91,96
2015,San Antonio Spurs,Los Angeles Clippers,111,107
2015,Portland Trail Blazers,Memphis Grizzlies,82,97
2015,Cleveland Cavaliers,Boston Celtics,103,95
2015,Chicago Bulls,Milwaukee Bucks,113,106
2015,Golden State Warriors,New Orleans Pelicans,123,119
2015,Houston Rockets,Dallas Mavericks,130,128
2015,Los Angeles Clippers,San Antonio Spurs,73,100
2015,Toronto Raptors,Washington Wizards,99,106
2015,Atlanta Hawks,Brooklyn Nets,83,91
2015,Chicago Bulls,Milwaukee Bucks,90,92
2015,Golden State Warriors,New Orleans Pelicans,109,98
2015,Memphis Grizzlies,Portland Trail Blazers,115,109
2015,Cleveland Cavaliers,Boston Celtics,101,93
2015,Houston Rockets,Dallas Mavericks,109,121
2015,Los Angeles Clippers,San Antonio Spurs,114,105
2015,Toronto Raptors,Washington Wizards,94,125
2015,Atlanta Hawks,Brooklyn Nets,115,120
2015,Milwaukee Bucks,Chicago Bulls,94,88
2015,Memphis Grizzlies,Portland Trail Blazers,92,99
2015,Dallas Mavericks,Houston Rockets,94,103
2015,San Antonio Spurs,Los Angeles Clippers,111,107
2015,Brooklyn Nets,Atlanta Hawks,97,107
2015,Portland Trail Blazers,Memphis Grizzlies,93,99
2015,Chicago Bulls,Milwaukee Bucks,120,66
2015,Los Angeles Clippers,San Antonio Spurs,102,96
2015,Atlanta Hawks,Brooklyn Nets,111,87
2015,San Antonio Spurs,Los Angeles Clippers,109,111
2015,Washington Wizards,Atlanta Hawks,104,98
2015,Memphis Grizzlies,Golden State Warriors,86,101
2015,Chicago Bulls,Cleveland Cavaliers,99,92
2015,Los Angeles Clippers,Houston Rockets,117,101
2015,Washington Wizards,Atlanta Hawks,90,106
2015,Memphis Grizzlies,Golden State Warriors,97,90
2015,Chicago Bulls,Cleveland Cavaliers,91,106
2015,Los Angeles Clippers,Houston Rockets,109,115
2015,Cleveland Cavaliers,Chicago Bulls,96,99
2015,Houston Rockets,Los Angeles Clippers,99,124
2015,Golden State Warriors,Memphis Grizzlies,89,99
2015,Atlanta Hawks,Washington Wizards,101,103
2015,Cleveland Cavaliers,Chicago Bulls,86,84
2015,Houston Rockets,Los Angeles Clippers,95,128
2015,Golden State Warriors,Memphis Grizzlies,101,84
2015,Atlanta Hawks,Washington Wizards,106,101
2015,Chicago Bulls,Cleveland Cavaliers,101,106
2015,Los Angeles Clippers,Houston Rockets,103,124
2015,Washington Wizards,Atlanta Hawks,81,82
2015,Memphis Grizzlies,Golden State Warriors,78,98
2015,Cleveland Cavaliers,Chicago Bulls,94,73
2015,Houston Rockets,Los Angeles Clippers,119,107
2015,Golden State Warriors,Memphis Grizzlies,108,95
2015,Atlanta Hawks,Washington Wizards,94,91
2015,Los Angeles Clippers,Houston Rockets,100,113
2015,Houston Rockets,Golden State Warriors,106,110
2015,Cleveland Cavaliers,Atlanta Hawks,97,89
2015,Houston Rockets,Golden State Warriors,98,99
2015,Cleveland Cavaliers,Atlanta Hawks,94,82
2015,Golden State Warriors,Houston Rockets,115,80
2015,Atlanta Hawks,Cleveland Cavaliers,111,114
2015,Golden State Warriors,Houston Rockets,115,128
2015,Atlanta Hawks,Cleveland Cavaliers,88,118
2015,Houston Rockets,Golden State Warriors,90,104
2015,Cleveland Cavaliers,Golden State Warriors,100,108
2015,Cleveland Cavaliers,Golden State Warriors,95,93
2015,Golden State Warriors,Cleveland Cavaliers,91,96
2015,Golden State Warriors,Cleveland Cavaliers,103,82
2015,Cleveland Cavaliers,Golden State Warriors,91,104
2015,Golden State Warriors,Cleveland Cavaliers,105,97
