ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
1165,Tottenham,0,Manchester Utd,0,0,1,0.388799536179,2016-12-11,premier-league
1166,West Ham Utd,0,Liverpool,0,0,1,0.662297029594,2016-12-11,premier-league
1167,Leicester City,0,Bournemouth,0,0,1,0.512917154746,2016-12-13,premier-league
1168,Arsenal,0,Everton,0,0,2,0.381370958742,2016-12-13,premier-league
1169,Liverpool,0,Middlesbrough,0,0,2,0.543453644819,2016-12-14,premier-league
1170,Chelsea,0,Sunderland,0,0,2,0.629606416356,2016-12-14,premier-league
1171,Burnley,0,West Ham Utd,0,0,1,0.41095051153,2016-12-14,premier-league
1172,Manchester Utd,0,Crystal Palace,0,0,2,0.436135587858,2016-12-14,premier-league
1173,Hull City,0,Tottenham,0,0,1,0.619856519916,2016-12-14,premier-league
1174,Southampton,0,Stoke City,0,0,1,0.441642385336,2016-12-14,premier-league
1175,Swansea City,0,West Bromwich,0,0,1,0.595925250859,2016-12-14,premier-league
1176,Watford,0,Manchester City,0,0,1,0.584440736257,2016-12-14,premier-league
1177,Chelsea,0,Crystal Palace,0,0,2,0.591280149664,2016-12-17,premier-league
1178,Swansea City,0,Middlesbrough,0,0,1,0.548731757282,2016-12-17,premier-league
1179,Hull City,0,West Ham Utd,0,0,1,0.477806557806,2016-12-17,premier-league
1180,Leicester City,0,Stoke City,0,0,1,0.485211993175,2016-12-17,premier-league
1181,Watford,0,Sunderland,0,0,2,0.471214508606,2016-12-17,premier-league
1182,Manchester Utd,0,West Bromwich,0,0,1,0.423627537813,2016-12-17,premier-league
1183,Southampton,0,Bournemouth,0,0,1,0.470499164432,2016-12-18,premier-league
1184,Arsenal,0,Manchester City,0,0,1,0.487513529959,2016-12-18,premier-league
1185,Burnley,0,Tottenham,0,0,1,0.581229526969,2016-12-18,premier-league
1186,Liverpool,0,Everton,0,0,2,0.402481560819,2016-12-19,premier-league
1187,Crystal Palace,0,Watford,0,0,1,0.551421292861,2016-12-26,premier-league
1188,Bournemouth,0,Chelsea,0,0,1,0.595009569844,2016-12-26,premier-league
1189,West Ham Utd,0,Swansea City,0,0,1,0.403015160478,2016-12-26,premier-league
1190,Middlesbrough,0,Burnley,0,0,1,0.498942311729,2016-12-26,premier-league
1191,West Bromwich,0,Arsenal,0,0,1,0.579249996838,2016-12-26,premier-league
1192,Everton,0,Leicester City,0,0,2,0.404798909418,2016-12-26,premier-league
1193,Sunderland,0,Manchester Utd,0,0,1,0.600363472794,2016-12-26,premier-league
1194,Manchester City,0,Hull City,0,0,2,0.591514081911,2016-12-26,premier-league
1195,Stoke City,0,Liverpool,0,0,1,0.632599024043,2016-12-27,premier-league
1196,Tottenham,0,Southampton,0,0,2,0.473652190969,2016-12-28,premier-league
1197,Everton,0,Hull City,0,0,2,0.467755616329,2016-12-30,premier-league
1198,West Bromwich,0,Southampton,0,0,1,0.446076806153,2016-12-31,premier-league
1199,Sunderland,0,Burnley,0,0,1,0.551938843993,2016-12-31,premier-league
1200,Bournemouth,0,Swansea City,0,0,2,0.435499470002,2016-12-31,premier-league
1201,Stoke City,0,Chelsea,0,0,1,0.60988971834,2016-12-31,premier-league
1202,West Ham Utd,0,Leicester City,0,0,1,0.492036869382,2016-12-31,premier-league
1203,Middlesbrough,0,Manchester Utd,0,0,1,0.560734703583,2016-12-31,premier-league
1204,Manchester City,0,Liverpool,0,0,1,0.47659698416,2016-12-31,premier-league
1205,Tottenham,0,Watford,0,0,2,0.402686434756,2017-01-01,premier-league
1206,Crystal Palace,0,Arsenal,0,0,1,0.624537301895,2017-01-01,premier-league
1207,Leicester City,0,Middlesbrough,0,0,1,0.466852166565,2017-01-02,premier-league
1208,Burnley,0,Manchester City,0,0,1,0.603881506277,2017-01-02,premier-league
1209,Southampton,0,Everton,0,0,1,0.520675876972,2017-01-02,premier-league
1210,Liverpool,0,Sunderland,0,0,2,0.598591363432,2017-01-02,premier-league
1211,Hull City,0,West Bromwich,0,0,1,0.557033638646,2017-01-02,premier-league
1212,Manchester Utd,0,West Ham Utd,0,0,2,0.41929348,2017-01-02,premier-league
1213,Arsenal,0,Bournemouth,0,0,2,0.46404379191,2017-01-03,premier-league
1214,Watford,0,Stoke City,0,0,1,0.401098660379,2017-01-03,premier-league
1215,Swansea City,0,Crystal Palace,0,0,1,0.534595951481,2017-01-03,premier-league
1216,Chelsea,0,Tottenham,0,0,1,0.427886582003,2017-01-04,premier-league
1217,West Bromwich,0,Tottenham,0,0,1,0.565986599374,2017-01-14,premier-league
1218,Arsenal,0,Swansea City,0,0,2,0.601448536731,2017-01-14,premier-league
1219,Stoke City,0,Sunderland,0,0,1,0.388169670429,2017-01-14,premier-league
1220,Crystal Palace,0,West Ham Utd,0,0,1,0.457844429536,2017-01-14,premier-league
1221,Bournemouth,0,Hull City,0,0,2,0.384773519258,2017-01-14,premier-league
1222,Southampton,0,Burnley,0,0,1,0.455145765008,2017-01-14,premier-league
1223,Middlesbrough,0,Watford,0,0,1,0.538482445869,2017-01-14,premier-league
1224,Chelsea,0,Leicester City,0,0,2,0.566189932807,2017-01-14,premier-league
1225,Manchester City,0,Everton,0,0,2,0.414248992893,2017-01-15,premier-league
1226,Liverpool,0,Manchester Utd,0,0,2,0.404136608219,2017-01-15,premier-league
1227,Swansea City,0,Liverpool,0,0,1,0.677623118035,2017-01-21,premier-league
1228,Sunderland,0,West Bromwich,0,0,1,0.57339843541,2017-01-21,premier-league
1229,Everton,0,Crystal Palace,0,0,2,0.437604378631,2017-01-21,premier-league
1230,West Ham Utd,0,Middlesbrough,0,0,1,0.491708245204,2017-01-21,premier-league
1231,Watford,0,Bournemouth,0,0,1,0.43108395399,2017-01-21,premier-league
1232,Manchester Utd,0,Stoke City,0,0,2,0.385508312128,2017-01-21,premier-league
1233,Tottenham,0,Manchester City,0,0,1,0.500493668814,2017-01-21,premier-league
1234,Burnley,0,Arsenal,0,0,1,0.594373502247,2017-01-22,premier-league
1235,Hull City,0,Chelsea,0,0,1,0.62766583707,2017-01-22,premier-league
1236,Leicester City,0,Southampton,0,0,1,0.510040220595,2017-01-23,premier-league
1237,Watford,0,Arsenal,0,0,1,0.570034251569,2017-01-31,premier-league
1238,Crystal Palace,0,Bournemouth,0,0,1,0.526154362777,2017-01-31,premier-league
1239,Leicester City,0,Burnley,0,0,1,0.499126209529,2017-01-31,premier-league
1240,West Bromwich,0,Middlesbrough,0,0,1,0.400712653745,2017-01-31,premier-league
1241,Tottenham,0,Sunderland,0,0,2,0.585983350212,2017-01-31,premier-league
1242,Southampton,0,Swansea City,0,0,2,0.424783773974,2017-01-31,premier-league
1243,Chelsea,0,Liverpool,0,0,1,0.470630204574,2017-01-31,premier-league
1244,Manchester City,0,West Ham Utd,0,0,2,0.553025841937,2017-02-01,premier-league
1245,Hull City,0,Manchester Utd,0,0,1,0.586360590589,2017-02-01,premier-league
1246,Everton,0,Stoke City,0,0,2,0.387000182689,2017-02-01,premier-league
1247,Swansea City,0,Manchester City,0,0,1,0.662399863397,2017-02-04,premier-league
1248,Middlesbrough,0,Tottenham,0,0,1,0.602334601761,2017-02-04,premier-league
1249,West Ham Utd,0,Southampton,0,0,1,0.534249956827,2017-02-04,premier-league
1250,Manchester Utd,0,Leicester City,0,0,2,0.403264747433,2017-02-04,premier-league
1251,Liverpool,0,Hull City,0,0,2,0.581618898633,2017-02-04,premier-league
1252,Stoke City,0,West Bromwich,0,0,1,0.51170856907,2017-02-04,premier-league
1253,Bournemouth,0,Everton,0,0,1,0.518578111346,2017-02-04,premier-league
1254,Burnley,0,Watford,0,0,1,0.510678950605,2017-02-04,premier-league
1255,Sunderland,0,Crystal Palace,0,0,1,0.508126097222,2017-02-04,premier-league
1256,Arsenal,0,Chelsea,0,0,1,0.489487578416,2017-02-04,premier-league
1257,Hull City,0,Arsenal,0,0,1,0.632526794208,2017-02-11,premier-league
1258,Watford,0,Manchester Utd,0,0,1,0.492422294208,2017-02-11,premier-league
1259,Tottenham,0,Liverpool,0,0,1,0.510404687551,2017-02-11,premier-league
1260,Everton,0,Middlesbrough,0,0,2,0.420505892679,2017-02-11,premier-league
1261,Crystal Palace,0,Stoke City,0,0,1,0.499986312437,2017-02-11,premier-league
1262,Manchester City,0,Bournemouth,0,0,2,0.494324953394,2017-02-11,premier-league
1263,Leicester City,0,Swansea City,0,0,2,0.381459551192,2017-02-11,premier-league
1264,Chelsea,0,Burnley,0,0,2,0.553269456679,2017-02-11,premier-league
1265,West Bromwich,0,West Ham Utd,0,0,1,0.37758258953,2017-02-11,premier-league
1266,Southampton,0,Sunderland,0,0,2,0.400198212225,2017-02-11,premier-league
1267,Manchester Utd,0,Manchester City,0,0,1,0.562955132247,2017-02-25,premier-league
1268,Swansea City,0,Chelsea,0,0,1,0.650269002798,2017-02-25,premier-league
1269,Arsenal,0,Southampton,0,0,2,0.474227957103,2017-02-25,premier-league
1270,Liverpool,0,Leicester City,0,0,2,0.529919961164,2017-02-25,premier-league
1271,Burnley,0,Hull City,0,0,1,0.397044398563,2017-02-25,premier-league
1272,Sunderland,0,Everton,0,0,1,0.594853445246,2017-02-25,premier-league
1273,West Ham Utd,0,Watford,0,0,1,0.56432666323,2017-02-25,premier-league
1274,Middlesbrough,0,Crystal Palace,0,0,1,0.45127677209,2017-02-25,premier-league
1275,Stoke City,0,Tottenham,0,0,1,0.595810542922,2017-02-25,premier-league
1276,Bournemouth,0,West Bromwich,0,0,1,0.484317185215,2017-02-25,premier-league
1277,Everton,0,Tottenham,0,0,1,0.539593048306,2017-03-04,premier-league
1278,Chelsea,0,West Ham Utd,0,0,2,0.578076031582,2017-03-04,premier-league
1279,Bournemouth,0,Manchester Utd,0,0,1,0.523746487993,2017-03-04,premier-league
1280,Crystal Palace,0,West Bromwich,0,0,1,0.540849375654,2017-03-04,premier-league
1281,Arsenal,0,Liverpool,0,0,1,0.497644208459,2017-03-04,premier-league
1282,Middlesbrough,0,Stoke City,0,0,1,0.484804335148,2017-03-04,premier-league
1283,Hull City,0,Leicester City,0,0,1,0.5020448678,2017-03-04,premier-league
1284,Burnley,0,Swansea City,0,0,2,0.399270692162,2017-03-04,premier-league
1285,Manchester City,0,Sunderland,0,0,2,0.608186541201,2017-03-04,premier-league
1286,Southampton,0,Watford,0,0,1,0.502025630434,2017-03-04,premier-league
1287,Stoke City,0,Manchester City,0,0,1,0.618318841637,2017-03-11,premier-league
1288,West Ham Utd,0,Bournemouth,0,0,1,0.537032433612,2017-03-11,premier-league
1289,Sunderland,0,Middlesbrough,0,0,1,0.522822526735,2017-03-11,premier-league
1290,Manchester Utd,0,Southampton,0,0,1,0.401679132657,2017-03-11,premier-league
1291,Watford,0,Chelsea,0,0,1,0.580254751303,2017-03-11,premier-league
1292,Tottenham,0,Crystal Palace,0,0,2,0.541656264065,2017-03-11,premier-league
1293,West Bromwich,0,Everton,0,0,1,0.50306333576,2017-03-11,premier-league
1294,Leicester City,0,Arsenal,0,0,1,0.621174382231,2017-03-11,premier-league
1295,Swansea City,0,Hull City,0,0,1,0.515556707847,2017-03-11,premier-league
1296,Burnley,0,Liverpool,0,0,1,0.618301690354,2017-03-12,premier-league
1297,Leicester City,0,West Ham Utd,0,0,1,0.442325877832,2017-03-18,premier-league
1298,Arsenal,0,West Bromwich,0,0,2,0.441969670459,2017-03-18,premier-league
1299,Watford,0,Crystal Palace,0,0,2,0.415863931516,2017-03-18,premier-league
1300,Southampton,0,Tottenham,0,0,1,0.577878361745,2017-03-18,premier-league
1301,Swansea City,0,Bournemouth,0,0,1,0.58413938374,2017-03-18,premier-league
1302,Burnley,0,Sunderland,0,0,1,0.37598820639,2017-03-18,premier-league
1303,Chelsea,0,Stoke City,0,0,2,0.552527001892,2017-03-18,premier-league
1304,Liverpool,0,Manchester City,0,0,1,0.457306143609,2017-03-18,premier-league
1305,Hull City,0,Everton,0,0,1,0.580906438379,2017-03-18,premier-league
1306,Manchester Utd,0,Middlesbrough,0,0,2,0.419062409705,2017-03-18,premier-league
1307,Stoke City,0,Leicester City,0,0,1,0.449111328537,2017-04-01,premier-league
1308,West Bromwich,0,Manchester Utd,0,0,1,0.508157835573,2017-04-01,premier-league
1309,Manchester City,0,Arsenal,0,0,1,0.44602390191,2017-04-01,premier-league
1310,Bournemouth,0,Southampton,0,0,1,0.463781834734,2017-04-01,premier-league
1311,Tottenham,0,Burnley,0,0,2,0.497945545978,2017-04-01,premier-league
1312,Middlesbrough,0,Swansea City,0,0,1,0.380081835056,2017-04-01,premier-league
1313,Crystal Palace,0,Chelsea,0,0,1,0.621657077847,2017-04-01,premier-league
1314,Sunderland,0,Watford,0,0,1,0.580599700508,2017-04-01,premier-league
1315,West Ham Utd,0,Hull City,0,0,1,0.453249591294,2017-04-01,premier-league
1316,Everton,0,Liverpool,0,0,1,0.580601928026,2017-04-01,premier-league
1317,Tottenham,0,Swansea City,0,0,2,0.602266682513,2017-04-04,premier-league
1318,Stoke City,0,Burnley,0,0,1,0.480984453837,2017-04-04,premier-league
1319,West Bromwich,0,Watford,0,0,1,0.483539944219,2017-04-04,premier-league
1320,Sunderland,0,Leicester City,0,0,1,0.52113331769,2017-04-04,premier-league
1321,Middlesbrough,0,Hull City,0,0,1,0.42923880681,2017-04-04,premier-league
1322,West Ham Utd,0,Arsenal,0,0,1,0.64018563894,2017-04-04,premier-league
1323,Everton,0,Manchester Utd,0,0,1,0.472010014614,2017-04-04,premier-league
1324,Crystal Palace,0,Southampton,0,0,1,0.523849663792,2017-04-05,premier-league
1325,Manchester City,0,Chelsea,0,0,1,0.470611687944,2017-04-05,premier-league
1326,Bournemouth,0,Liverpool,0,0,1,0.615877764207,2017-04-05,premier-league
1327,Manchester Utd,0,Sunderland,0,0,2,0.490165918074,2017-04-08,premier-league
1328,Southampton,0,West Bromwich,0,0,1,0.487339787101,2017-04-08,premier-league
1329,Hull City,0,Manchester City,0,0,1,0.638534502208,2017-04-08,premier-league
1330,Swansea City,0,West Ham Utd,0,0,1,0.523113880688,2017-04-08,premier-league
1331,Leicester City,0,Everton,0,0,1,0.558651037823,2017-04-08,premier-league
1332,Chelsea,0,Bournemouth,0,0,2,0.521950545335,2017-04-08,premier-league
1333,Burnley,0,Middlesbrough,0,0,1,0.435250018185,2017-04-08,premier-league
1334,Liverpool,0,Stoke City,0,0,2,0.515526720634,2017-04-08,premier-league
1335,Watford,0,Tottenham,0,0,1,0.556902023612,2017-04-08,premier-league
1336,Arsenal,0,Crystal Palace,0,0,2,0.54165759847,2017-04-08,premier-league
1337,Chelsea,0,Manchester Utd,0,0,2,0.445924526839,2017-04-15,premier-league
1338,West Ham Utd,0,Sunderland,0,0,1,0.431063402502,2017-04-15,premier-league
1339,Hull City,0,Stoke City,0,0,1,0.518855205653,2017-04-15,premier-league
1340,Arsenal,0,Middlesbrough,0,0,2,0.5270744173,2017-04-15,premier-league
1341,Swansea City,0,Watford,0,0,1,0.601748272581,2017-04-15,premier-league
1342,Burnley,0,Everton,0,0,1,0.528504208747,2017-04-15,premier-league
1343,Bournemouth,0,Tottenham,0,0,1,0.577632489925,2017-04-15,premier-league
1344,Leicester City,0,Crystal Palace,0,0,1,0.450686630384,2017-04-15,premier-league
1345,Manchester City,0,Southampton,0,0,2,0.50395582798,2017-04-15,premier-league
1346,Liverpool,0,West Bromwich,0,0,2,0.461808870956,2017-04-16,premier-league
1347,Everton,0,West Ham Utd,0,0,2,0.42093257007,2017-04-22,premier-league
1348,Manchester Utd,0,Burnley,0,0,1,0.388101277714,2017-04-22,premier-league
1349,West Bromwich,0,Manchester City,0,0,1,0.591621188034,2017-04-22,premier-league
1350,Middlesbrough,0,Bournemouth,0,0,1,0.511722043623,2017-04-22,premier-league
1351,Crystal Palace,0,Liverpool,0,0,1,0.646600055642,2017-04-22,premier-league
1352,Tottenham,0,Leicester City,0,0,2,0.513166457976,2017-04-22,premier-league
1353,Watford,0,Hull City,0,0,2,0.446498568569,2017-04-22,premier-league
1354,Southampton,0,Chelsea,0,0,1,0.594273581703,2017-04-22,premier-league
1355,Sunderland,0,Arsenal,0,0,1,0.642293858235,2017-04-22,premier-league
1356,Stoke City,0,Swansea City,0,0,2,0.39921083082,2017-04-22,premier-league
1357,Liverpool,0,Watford,0,0,2,0.424005250161,2017-04-29,premier-league
1358,West Ham Utd,0,Stoke City,0,0,1,0.50985994826,2017-04-29,premier-league
1359,Hull City,0,Southampton,0,0,1,0.541607680992,2017-04-29,premier-league
1360,Manchester City,0,Middlesbrough,0,0,2,0.553749082467,2017-04-29,premier-league
1361,Swansea City,0,Manchester Utd,0,0,1,0.620561256869,2017-04-29,premier-league
1362,Chelsea,0,Everton,0,0,2,0.44455617204,2017-04-29,premier-league
1363,Arsenal,0,Tottenham,0,0,1,0.454447364535,2017-04-29,premier-league
1364,Burnley,0,Crystal Palace,0,0,1,0.419215826336,2017-04-29,premier-league
1365,Bournemouth,0,Sunderland,0,0,2,0.411140618953,2017-04-29,premier-league
1366,Leicester City,0,West Bromwich,0,0,1,0.528697561185,2017-04-29,premier-league
1367,Southampton,0,Liverpool,0,0,1,0.61592021079,2017-05-06,premier-league
1368,Crystal Palace,0,Manchester City,0,0,1,0.631756240349,2017-05-06,premier-league
1369,Stoke City,0,Bournemouth,0,0,1,0.495462481902,2017-05-06,premier-league
1370,Manchester Utd,0,Arsenal,0,0,1,0.547570467271,2017-05-06,premier-league
1371,Sunderland,0,Hull City,0,0,1,0.488181346645,2017-05-06,premier-league
1372,Middlesbrough,0,Chelsea,0,0,1,0.613702977926,2017-05-06,premier-league
1373,Tottenham,0,West Ham Utd,0,0,2,0.526809621277,2017-05-06,premier-league
1374,West Bromwich,0,Burnley,0,0,1,0.433197428081,2017-05-06,premier-league
1375,Everton,0,Swansea City,0,0,2,0.513142562046,2017-05-06,premier-league
1376,Watford,0,Leicester City,0,0,1,0.383024586615,2017-05-06,premier-league
1377,Liverpool,0,West Ham Utd,0,0,2,0.542036020068,2017-05-13,premier-league
1378,Leicester City,0,Manchester City,0,0,1,0.629789276715,2017-05-13,premier-league
1379,Watford,0,Everton,0,0,1,0.487572001709,2017-05-13,premier-league
1380,Chelsea,0,West Bromwich,0,0,2,0.501561555594,2017-05-13,premier-league
1381,Manchester Utd,0,Tottenham,0,0,1,0.534306704221,2017-05-13,premier-league
1382,Burnley,0,Bournemouth,0,0,1,0.481362879863,2017-05-13,premier-league
1383,Swansea City,0,Sunderland,0,0,1,0.494968860125,2017-05-13,premier-league
1384,Arsenal,0,Stoke City,0,0,2,0.497907760151,2017-05-13,premier-league
1385,Hull City,0,Crystal Palace,0,0,1,0.48796308409,2017-05-13,premier-league
1386,Southampton,0,Middlesbrough,0,0,1,0.422636910475,2017-05-13,premier-league
1387,West Ham Utd,0,Burnley,0,0,1,0.52379473279,2017-05-21,premier-league
1388,Crystal Palace,0,Manchester Utd,0,0,1,0.573059191447,2017-05-21,premier-league
1389,Middlesbrough,0,Liverpool,0,0,1,0.638106137947,2017-05-21,premier-league
1390,Bournemouth,0,Leicester City,0,0,1,0.419820479952,2017-05-21,premier-league
1391,Tottenham,0,Hull City,0,0,2,0.567473450113,2017-05-21,premier-league
1392,Manchester City,0,Watford,0,0,2,0.435842422818,2017-05-21,premier-league
1393,West Bromwich,0,Swansea City,0,0,2,0.457592016811,2017-05-21,premier-league
1394,Stoke City,0,Southampton,0,0,1,0.492408167802,2017-05-21,premier-league
1395,Everton,0,Arsenal,0,0,1,0.552788808007,2017-05-21,premier-league
1396,Sunderland,0,Chelsea,0,0,1,0.635756626246,2017-05-21,premier-league
1397,Paris SG,1,Bastia,0,2,2,0.580250153183,2016-08-12,ligue-1
1398,Guingamp,2,Monaco,2,0,1,0.559016427547,2016-08-12,ligue-1
1399,Saint-Etienne,2,Bordeaux,3,1,1,0.485754761519,2016-08-13,ligue-1
1400,Lorient,2,Caen,3,1,1,0.546464038952,2016-08-13,ligue-1
1401,Angers,0,Montpellier,1,1,1,0.429280768673,2016-08-13,ligue-1
1402,Lille,2,Metz,3,1,1,0.566613646218,2016-08-13,ligue-1
1403,Nantes,1,Dijon,0,2,1,0.514672030098,2016-08-13,ligue-1
1404,Lyon,3,Nancy,0,2,2,0.458160820672,2016-08-14,ligue-1
1405,Rennes,0,Nice,1,1,1,0.584162637052,2016-08-14,ligue-1
1406,Toulouse,0,Marseille,0,0,1,0.441354728065,2016-08-14,ligue-1
1407,Caen,0,Lyon,2,1,1,0.565674186252,2016-08-19,ligue-1
1408,Monaco,1,Nantes,0,2,2,0.571057684318,2016-08-20,ligue-1
1409,Nice,1,Angers,0,2,2,0.531500110573,2016-08-20,ligue-1
1410,Bordeaux,1,Toulouse,4,1,1,0.450531765319,2016-08-20,ligue-1
1411,Dijon,0,Lille,1,1,1,0.382448884389,2016-08-20,ligue-1
1412,Nancy,0,Rennes,2,1,1,0.565135955554,2016-08-20,ligue-1
1413,Bastia,3,Lorient,0,2,1,0.383066090065,2016-08-20,ligue-1
1414,Marseille,1,Guingamp,2,1,1,0.522322927716,2016-08-21,ligue-1
1415,Montpellier,1,Saint-Etienne,3,1,1,0.522286111462,2016-08-21,ligue-1
1416,Metz,0,Paris SG,3,1,1,0.587215033569,2016-08-21,ligue-1
1417,Lorient,0,Marseille,2,1,1,0.5926440694,2016-08-26,ligue-1
1418,Lyon,2,Dijon,4,1,2,0.410581114124,2016-08-27,ligue-1
1419,Angers,0,Metz,2,1,1,0.452632856122,2016-08-27,ligue-1
1420,Bastia,0,Caen,2,1,1,0.469859744443,2016-08-27,ligue-1
1421,Lille,1,Nice,1,0,1,0.652012230719,2016-08-27,ligue-1
1422,Guingamp,2,Nancy,0,2,2,0.470040476717,2016-08-27,ligue-1
1423,Rennes,1,Montpellier,1,0,1,0.391350162907,2016-08-27,ligue-1
1424,Nantes,0,Bordeaux,1,1,1,0.576014809775,2016-08-28,ligue-1
1425,Toulouse,0,Saint-Etienne,0,0,1,0.464546959797,2016-08-28,ligue-1
1426,Paris SG,1,Monaco,3,1,1,0.473037631341,2016-08-28,ligue-1
1427,Saint-Etienne,1,Paris SG,1,0,1,0.568198911121,2016-09-09,ligue-1
1428,Bordeaux,3,Lyon,1,2,1,0.4727845266,2016-09-10,ligue-1
1429,Toulouse,1,Bastia,2,1,2,0.402540452287,2016-09-10,ligue-1
1430,Nancy,2,Lorient,0,2,1,0.384864857173,2016-09-10,ligue-1
1431,Dijon,1,Angers,3,1,1,0.502566600843,2016-09-10,ligue-1
1432,Montpellier,1,Guingamp,1,0,1,0.550082067813,2016-09-10,ligue-1
1433,Monaco,4,Lille,1,2,2,0.603683846728,2016-09-10,ligue-1
1434,Metz,3,Nantes,0,2,1,0.395119913479,2016-09-11,ligue-1
1435,Caen,0,Rennes,2,1,1,0.563825526358,2016-09-11,ligue-1
1436,Marseille,2,Nice,3,1,1,0.609866500949,2016-09-11,ligue-1
1437,Paris SG,6,Caen,0,2,2,0.577407807762,2016-09-16,ligue-1
1438,Rennes,0,Monaco,3,1,1,0.569597248822,2016-09-17,ligue-1
1439,Angers,1,Bordeaux,0,2,1,0.502882940852,2016-09-17,ligue-1
1440,Nantes,1,Nancy,1,0,1,0.473201694766,2016-09-17,ligue-1
1441,Lille,0,Lorient,1,1,1,0.427055754017,2016-09-17,ligue-1
1442,Metz,0,Dijon,0,0,1,0.443346069171,2016-09-17,ligue-1
1443,Guingamp,1,Toulouse,2,1,1,0.432716509651,2016-09-17,ligue-1
1444,Nice,1,Montpellier,1,0,2,0.556093305491,2016-09-18,ligue-1
1445,Bastia,0,Saint-Etienne,1,1,1,0.555225175408,2016-09-18,ligue-1
1446,Lyon,0,Marseille,0,0,1,0.417110620181,2016-09-18,ligue-1
1447,Toulouse,2,Lille,1,2,2,0.445963943683,2016-09-20,ligue-1
1448,Dijon,0,Paris SG,3,1,1,0.595824564968,2016-09-20,ligue-1
1449,Lorient,0,Guingamp,1,1,1,0.621673024444,2016-09-21,ligue-1
1450,Saint-Etienne,0,Nantes,0,0,2,0.388786711371,2016-09-21,ligue-1
1451,Monaco,0,Nice,4,1,1,0.493828561473,2016-09-21,ligue-1
1452,Caen,1,Angers,2,1,1,0.537549688659,2016-09-21,ligue-1
1453,Bordeaux,3,Metz,0,2,1,0.414091701661,2016-09-21,ligue-1
1454,Montpellier,1,Lyon,5,1,1,0.541920734347,2016-09-21,ligue-1
1455,Nancy,0,Bastia,0,0,1,0.468401823546,2016-09-21,ligue-1
1456,Marseille,2,Rennes,3,1,1,0.508408076901,2016-09-21,ligue-1
1457,Paris SG,0,Toulouse,2,1,2,0.462838977251,2016-09-23,ligue-1
1458,Lyon,0,Lorient,1,1,2,0.544395313188,2016-09-24,ligue-1
1459,Rennes,0,Dijon,3,1,2,0.392340905798,2016-09-24,ligue-1
1460,Angers,1,Monaco,2,1,1,0.59085377239,2016-09-24,ligue-1
1461,Caen,0,Bordeaux,0,0,1,0.566445779765,2016-09-24,ligue-1
1462,Guingamp,0,Bastia,1,1,2,0.46422813908,2016-09-24,ligue-1
1463,Metz,1,Montpellier,0,2,1,0.443634262348,2016-09-24,ligue-1
1464,Lille,1,Saint-Etienne,3,1,1,0.590556189083,2016-09-25,ligue-1
1465,Nice,1,Nancy,0,2,2,0.617029406369,2016-09-25,ligue-1
1466,Nantes,1,Marseille,2,1,1,0.540001369787,2016-09-25,ligue-1
1467,Guingamp,0,Rennes,1,1,1,0.450317290668,2016-09-30,ligue-1
1468,Bordeaux,0,Paris SG,2,1,1,0.557941067979,2016-10-01,ligue-1
1469,Bastia,0,Nantes,1,1,1,0.459903149074,2016-10-01,ligue-1
1470,Montpellier,3,Dijon,3,0,1,0.466572214382,2016-10-01,ligue-1
1471,Toulouse,0,Caen,1,1,2,0.397314247448,2016-10-01,ligue-1
1472,Monaco,7,Metz,0,2,2,0.503934846587,2016-10-01,ligue-1
1473,Nancy,0,Lille,1,1,1,0.425063473823,2016-10-01,ligue-1
1474,Marseille,1,Angers,1,0,1,0.472627795591,2016-10-02,ligue-1
1475,Lorient,1,Nice,2,1,1,0.65797687893,2016-10-02,ligue-1
1476,Saint-Etienne,0,Lyon,2,1,1,0.489931847838,2016-10-02,ligue-1
1477,Monaco,1,Toulouse,3,1,2,0.452607666652,2016-10-14,ligue-1
1478,Lyon,0,Nice,2,1,1,0.583147539251,2016-10-14,ligue-1
1479,Paris SG,2,Nancy,1,2,2,0.585440399838,2016-10-15,ligue-1
1480,Nantes,2,Lorient,1,2,1,0.389803341271,2016-10-15,ligue-1
1481,Caen,2,Montpellier,3,1,1,0.501926852389,2016-10-15,ligue-1
1482,Lille,0,Guingamp,1,1,1,0.604488594299,2016-10-15,ligue-1
1483,Angers,2,Bastia,1,2,1,0.38662060342,2016-10-15,ligue-1
1484,Bordeaux,1,Rennes,1,0,1,0.46685605658,2016-10-16,ligue-1
1485,Dijon,1,Saint-Etienne,1,0,1,0.51910866817,2016-10-16,ligue-1
1486,Metz,0,Marseille,1,1,1,0.475130073346,2016-10-16,ligue-1
1487,Montpellier,2,Monaco,6,1,1,0.619626683353,2016-10-21,ligue-1
1488,Guingamp,3,Lyon,1,2,1,0.45725204737,2016-10-22,ligue-1
1489,Lorient,0,Dijon,1,1,1,0.578918522985,2016-10-22,ligue-1
1490,Rennes,2,Nantes,1,2,2,0.433454128049,2016-10-22,ligue-1
1491,Toulouse,0,Angers,0,0,1,0.446511489939,2016-10-22,ligue-1
1492,Bastia,1,Lille,2,1,1,0.423582250726,2016-10-22,ligue-1
1493,Nancy,1,Bordeaux,1,0,1,0.568006885734,2016-10-22,ligue-1
1494,Saint-Etienne,2,Caen,0,2,2,0.384555935726,2016-10-23,ligue-1
1495,Nice,4,Metz,2,2,2,0.552289822708,2016-10-23,ligue-1
