ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
311,Athletic Bilbao,1,Sporting Gijon,2,1,2,0.480423874507,2016-08-21,primera-division
312,Real Madrid,3,Real Sociedad,0,2,2,0.428877048243,2016-08-21,primera-division
313,Alaves,1,Atletico Madrid,1,0,1,0.575396367742,2016-08-21,primera-division
314,Leganes,1,Celta Vigo,0,2,1,0.537503245951,2016-08-22,primera-division
315,Las Palmas,4,Valencia,2,2,1,0.380652316736,2016-08-22,primera-division
316,Deportivo,0,Real Betis,0,0,1,0.511173783255,2016-08-26,primera-division
317,Malaga,2,Espanyol,2,0,1,0.464582068624,2016-08-26,primera-division
318,Real Sociedad,2,Osasuna,0,2,2,0.548887358303,2016-08-27,primera-division
319,Valencia,0,Eibar,1,1,1,0.554747697967,2016-08-27,primera-division
320,Celta Vigo,1,Real Madrid,2,1,1,0.601059452854,2016-08-27,primera-division
321,Atletico Madrid,0,Leganes,0,0,2,0.426690792558,2016-08-27,primera-division
322,Sporting Gijon,0,Alaves,0,0,1,0.528143507126,2016-08-28,primera-division
323,Granada,1,Las Palmas,5,1,1,0.594884467469,2016-08-28,primera-division
324,FC Barcelona,1,Athletic Bilbao,0,2,2,0.391304757341,2016-08-28,primera-division
325,FC Sevilla,0,Villarreal,0,0,1,0.453348509836,2016-08-28,primera-division
326,Espanyol,1,Real Sociedad,1,0,1,0.523984393045,2016-09-09,primera-division
327,Atletico Madrid,4,Celta Vigo,0,2,1,0.396680888213,2016-09-10,primera-division
328,Osasuna,2,Real Madrid,5,1,1,0.653307074175,2016-09-10,primera-division
329,Villarreal,2,Malaga,0,2,2,0.395256178747,2016-09-10,primera-division
330,Las Palmas,1,FC Sevilla,2,1,1,0.556901589435,2016-09-10,primera-division
331,Alaves,2,FC Barcelona,1,2,1,0.603083075421,2016-09-10,primera-division
332,Leganes,1,Sporting Gijon,2,1,1,0.419496874892,2016-09-11,primera-division
333,Real Betis,3,Valencia,2,2,1,0.417197884946,2016-09-11,primera-division
334,Eibar,2,Granada,1,2,2,0.514090258285,2016-09-11,primera-division
335,Athletic Bilbao,1,Deportivo,0,2,2,0.465248063386,2016-09-11,primera-division
336,Granada,2,Real Betis,2,0,1,0.575568290796,2016-09-16,primera-division
337,FC Barcelona,5,Leganes,1,2,2,0.525768908171,2016-09-17,primera-division
338,Sporting Gijon,0,Atletico Madrid,5,1,1,0.618277460035,2016-09-17,primera-division
339,FC Sevilla,1,Eibar,1,0,1,0.379164226646,2016-09-17,primera-division
340,Malaga,0,Las Palmas,1,1,1,0.461451217659,2016-09-17,primera-division
341,Celta Vigo,0,Osasuna,0,0,2,0.443574117556,2016-09-18,primera-division
342,Valencia,1,Athletic Bilbao,2,1,1,0.575891397367,2016-09-18,primera-division
343,Real Sociedad,1,Villarreal,2,1,1,0.486642750498,2016-09-18,primera-division
344,Real Madrid,2,Espanyol,0,2,2,0.546716786818,2016-09-18,primera-division
345,Deportivo,0,Alaves,0,0,1,0.504169833349,2016-09-19,primera-division
346,Eibar,1,Malaga,2,1,1,0.45386825262,2016-09-20,primera-division
347,Real Betis,0,FC Sevilla,1,1,1,0.576473743269,2016-09-20,primera-division
348,Sporting Gijon,1,Celta Vigo,2,1,1,0.574756135186,2016-09-21,primera-division
349,Villarreal,1,Real Madrid,1,0,1,0.559754059681,2016-09-21,primera-division
350,Athletic Bilbao,2,Granada,1,2,2,0.537734453816,2016-09-21,primera-division
351,Atletico Madrid,1,FC Barcelona,1,0,1,0.518216957394,2016-09-21,primera-division
352,Las Palmas,1,Real Sociedad,4,1,1,0.530821281352,2016-09-21,primera-division
353,Espanyol,2,Osasuna,1,2,2,0.432123558137,2016-09-22,primera-division
354,Leganes,2,Deportivo,1,2,1,0.444170029039,2016-09-22,primera-division
355,Alaves,1,Valencia,2,1,1,0.424333697404,2016-09-22,primera-division
356,Malaga,0,Real Betis,1,1,1,0.426722108505,2016-09-23,primera-division
357,Real Sociedad,0,Eibar,2,1,1,0.412459497771,2016-09-24,primera-division
358,FC Barcelona,5,Sporting Gijon,0,2,2,0.585062954992,2016-09-24,primera-division
359,FC Sevilla,1,Athletic Bilbao,3,1,1,0.405962763875,2016-09-24,primera-division
360,Real Madrid,2,Las Palmas,2,0,2,0.529945484398,2016-09-24,primera-division
361,Valencia,2,Leganes,1,2,1,0.490893248284,2016-09-25,primera-division
362,Deportivo,0,Atletico Madrid,1,1,1,0.598150329989,2016-09-25,primera-division
363,Osasuna,1,Villarreal,3,1,1,0.624731007391,2016-09-25,primera-division
364,Celta Vigo,2,Espanyol,0,2,1,0.458319056698,2016-09-25,primera-division
365,Granada,1,Alaves,3,1,1,0.56914386818,2016-09-26,primera-division
366,Real Betis,0,Real Sociedad,1,1,1,0.554173908579,2016-09-30,primera-division
367,Leganes,1,Granada,0,2,2,0.407120787122,2016-10-01,primera-division
368,Alaves,1,FC Sevilla,2,1,1,0.582259905664,2016-10-01,primera-division
369,Las Palmas,2,Osasuna,2,0,2,0.451245526179,2016-10-01,primera-division
370,Sporting Gijon,1,Deportivo,2,1,1,0.491960796122,2016-10-01,primera-division
371,Atletico Madrid,2,Valencia,0,2,2,0.463020348577,2016-10-02,primera-division
372,Eibar,1,Real Madrid,1,0,1,0.614381619111,2016-10-02,primera-division
373,Villarreal,0,Espanyol,0,0,2,0.40093259105,2016-10-02,primera-division
374,Athletic Bilbao,1,Malaga,2,1,1,0.426140588398,2016-10-02,primera-division
375,FC Barcelona,3,Celta Vigo,4,1,2,0.467061254833,2016-10-02,primera-division
376,Espanyol,0,Las Palmas,0,0,1,0.46390107547,2016-10-14,primera-division
377,FC Sevilla,3,Leganes,2,2,2,0.4875689339,2016-10-15,primera-division
378,Deportivo,0,FC Barcelona,4,1,1,0.61602688124,2016-10-15,primera-division
379,Granada,1,Atletico Madrid,7,1,1,0.643663065879,2016-10-15,primera-division
380,Real Madrid,6,Real Betis,1,2,2,0.578669104297,2016-10-15,primera-division
381,Malaga,1,Alaves,1,0,1,0.419539581022,2016-10-16,primera-division
382,Real Sociedad,2,Athletic Bilbao,3,1,1,0.439644347909,2016-10-16,primera-division
383,Valencia,2,Sporting Gijon,1,2,1,0.445090586557,2016-10-16,primera-division
384,Celta Vigo,0,Villarreal,5,1,1,0.536403577051,2016-10-16,primera-division
385,Osasuna,3,Eibar,2,2,1,0.577362279474,2016-10-17,primera-division
386,Real Betis,2,Osasuna,1,2,2,0.392702304399,2016-10-21,primera-division
387,Eibar,3,Espanyol,3,0,1,0.45087203195,2016-10-22,primera-division
388,FC Barcelona,3,Valencia,2,2,2,0.556360356524,2016-10-22,primera-division
389,Alaves,0,Real Sociedad,3,1,1,0.560338499136,2016-10-22,primera-division
390,Sporting Gijon,0,Granada,0,0,1,0.416559708377,2016-10-22,primera-division
391,Deportivo,1,Celta Vigo,4,1,1,0.552029777459,2016-10-23,primera-division
392,Atletico Madrid,0,FC Sevilla,1,1,1,0.487618132186,2016-10-23,primera-division
393,Leganes,0,Malaga,4,1,1,0.531342526599,2016-10-23,primera-division
394,Las Palmas,1,Villarreal,2,1,1,0.550316132833,2016-10-23,primera-division
395,Athletic Bilbao,1,Real Madrid,2,1,1,0.595695356175,2016-10-23,primera-division
396,Real Sociedad,2,Leganes,0,2,2,0.448302311027,2016-10-28,primera-division
397,FC Sevilla,1,Sporting Gijon,1,0,2,0.551713693861,2016-10-29,primera-division
398,Real Madrid,4,Alaves,1,2,2,0.582444493344,2016-10-29,primera-division
399,Malaga,2,Atletico Madrid,4,1,1,0.535903081776,2016-10-29,primera-division
400,Granada,0,FC Barcelona,1,1,1,0.650878397482,2016-10-29,primera-division
401,Villarreal,1,Eibar,2,1,1,0.393562436883,2016-10-30,primera-division
402,Osasuna,1,Athletic Bilbao,1,0,1,0.595338332874,2016-10-30,primera-division
403,Espanyol,1,Real Betis,0,2,1,0.429454879663,2016-10-30,primera-division
404,Celta Vigo,3,Las Palmas,3,0,1,0.455356880577,2016-10-30,primera-division
405,Valencia,1,Deportivo,1,0,1,0.469976753078,2016-10-31,primera-division
406,Sporting Gijon,2,Malaga,3,1,1,0.569218282491,2016-11-04,primera-division
407,Deportivo,1,Granada,1,0,1,0.392156584624,2016-11-05,primera-division
408,Atletico Madrid,0,Real Sociedad,2,1,1,0.457092251167,2016-11-05,primera-division
409,Alaves,1,Osasuna,0,2,2,0.38621271815,2016-11-05,primera-division
410,Eibar,0,Las Palmas,1,1,1,0.449674440559,2016-11-05,primera-division
411,Leganes,0,Real Madrid,3,1,1,0.64557192295,2016-11-06,primera-division
412,Athletic Bilbao,0,Espanyol,0,0,1,0.42316165331,2016-11-06,primera-division
413,Valencia,1,Celta Vigo,2,1,1,0.558744058936,2016-11-06,primera-division
414,Real Betis,0,Villarreal,2,1,1,0.573247800551,2016-11-06,primera-division
415,FC Barcelona,2,FC Sevilla,1,2,1,0.431968360504,2016-11-06,primera-division
416,Las Palmas,0,Real Betis,2,1,1,0.431207831088,2016-11-18,primera-division
417,FC Sevilla,3,Deportivo,2,2,2,0.538763868584,2016-11-19,primera-division
418,Malaga,0,FC Barcelona,0,0,1,0.571766345708,2016-11-19,primera-division
419,Celta Vigo,0,Eibar,1,1,1,0.47001228937,2016-11-19,primera-division
420,Real Madrid,3,Atletico Madrid,0,2,2,0.449941907338,2016-11-19,primera-division
421,Espanyol,1,Alaves,0,2,1,0.422262652573,2016-11-20,primera-division
422,Granada,1,Valencia,1,0,1,0.532824799023,2016-11-20,primera-division
423,Real Sociedad,3,Sporting Gijon,1,2,2,0.517130740293,2016-11-20,primera-division
424,Villarreal,0,Athletic Bilbao,1,1,1,0.420369541749,2016-11-20,primera-division
425,Osasuna,0,Leganes,2,1,1,0.5260725959,2016-11-21,primera-division
426,Real Betis,0,Eibar,0,0,1,0.511936230398,2016-11-25,primera-division
427,Deportivo,0,Malaga,0,0,1,0.546402040876,2016-11-26,primera-division
428,Sporting Gijon,0,Real Madrid,0,0,1,0.653732916346,2016-11-26,primera-division
429,Leganes,0,Espanyol,0,0,1,0.528927062307,2016-11-26,primera-division
430,Valencia,0,FC Sevilla,0,0,1,0.610864386687,2016-11-26,primera-division
431,Alaves,0,Villarreal,0,0,1,0.579390455746,2016-11-27,primera-division
432,Atletico Madrid,0,Osasuna,0,0,2,0.530758248386,2016-11-27,primera-division
433,Granada,0,Celta Vigo,0,0,1,0.609888205908,2016-11-27,primera-division
434,FC Barcelona,0,Real Sociedad,0,0,1,0.398424604338,2016-11-27,primera-division
435,Athletic Bilbao,0,Las Palmas,0,0,1,0.422335442796,2016-11-28,primera-division
436,FC Sevilla,0,Granada,0,0,2,0.599880378692,2016-12-03,primera-division
437,Real Madrid,0,FC Barcelona,0,0,1,0.406413611639,2016-12-03,primera-division
438,Villarreal,0,Leganes,0,0,2,0.453172672405,2016-12-03,primera-division
439,Espanyol,0,Atletico Madrid,0,0,1,0.53782977525,2016-12-03,primera-division
440,Celta Vigo,0,Real Betis,0,0,1,0.420542674231,2016-12-04,primera-division
441,Eibar,0,Athletic Bilbao,0,0,1,0.493770222887,2016-12-04,primera-division
442,Osasuna,0,Sporting Gijon,0,0,1,0.486912117948,2016-12-04,primera-division
443,Las Palmas,0,Alaves,0,0,1,0.423929307534,2016-12-04,primera-division
444,Malaga,0,Valencia,0,0,1,0.376819999011,2016-12-04,primera-division
445,Real Sociedad,0,Deportivo,0,0,2,0.502884360044,2016-12-05,primera-division
446,Granada,0,Malaga,0,0,1,0.604978833605,2016-12-09,primera-division
447,FC Barcelona,0,Osasuna,0,0,2,0.611543834173,2016-12-10,primera-division
448,Valencia,0,Real Sociedad,0,0,1,0.59180227308,2016-12-10,primera-division
449,Leganes,0,Las Palmas,0,0,1,0.524623219038,2016-12-10,primera-division
450,Deportivo,0,Real Madrid,0,0,1,0.637772568013,2016-12-10,primera-division
451,Alaves,0,Eibar,0,0,1,0.518645822142,2016-12-11,primera-division
452,FC Sevilla,0,Celta Vigo,0,0,2,0.425099321406,2016-12-11,primera-division
453,Sporting Gijon,0,Espanyol,0,0,1,0.567447670464,2016-12-11,primera-division
454,Athletic Bilbao,0,Real Betis,0,0,2,0.394680562447,2016-12-11,primera-division
455,Atletico Madrid,0,Villarreal,0,0,1,0.476879355955,2016-12-12,primera-division
456,Real Betis,0,Alaves,0,0,1,0.45995885598,2016-12-16,primera-division
457,Villarreal,0,Sporting Gijon,0,0,2,0.521473097326,2016-12-17,primera-division
458,Las Palmas,0,Atletico Madrid,0,0,1,0.543497327713,2016-12-17,primera-division
459,Real Sociedad,0,Granada,0,0,2,0.570198875426,2016-12-17,primera-division
460,Malaga,0,FC Sevilla,0,0,1,0.547472186736,2016-12-17,primera-division
461,Eibar,0,Leganes,0,0,1,0.387271195528,2016-12-18,primera-division
462,Osasuna,0,Deportivo,0,0,1,0.511354800346,2016-12-18,primera-division
463,Real Madrid,0,Valencia,0,0,2,0.612740587248,2016-12-18,primera-division
464,Espanyol,0,FC Barcelona,0,0,1,0.572760194556,2016-12-18,primera-division
465,Celta Vigo,0,Athletic Bilbao,0,0,1,0.494843808917,2016-12-19,primera-division
466,Alaves,0,Athletic Bilbao,0,0,1,0.541643407407,2017-01-08,primera-division
467,Deportivo,0,Espanyol,0,0,1,0.544544622332,2017-01-08,primera-division
468,Sporting Gijon,0,Las Palmas,0,0,1,0.560559565387,2017-01-08,primera-division
469,Atletico Madrid,0,Eibar,0,0,1,0.404204479122,2017-01-08,primera-division
470,FC Barcelona,0,Villarreal,0,0,1,0.41722266083,2017-01-08,primera-division
471,Leganes,0,Real Betis,0,0,1,0.492738197423,2017-01-08,primera-division
472,Granada,0,Real Madrid,0,0,1,0.665928822931,2017-01-08,primera-division
473,Malaga,0,Celta Vigo,0,0,1,0.47349205343,2017-01-08,primera-division
474,Valencia,0,Osasuna,0,0,1,0.423015069704,2017-01-08,primera-division
475,FC Sevilla,0,Real Sociedad,0,0,1,0.4341928698,2017-01-08,primera-division
476,Real Sociedad,0,Malaga,0,0,1,0.396952948648,2017-01-15,primera-division
477,Las Palmas,0,FC Barcelona,0,0,1,0.581965639356,2017-01-15,primera-division
478,Real Betis,0,Atletico Madrid,0,0,1,0.568990087982,2017-01-15,primera-division
479,Eibar,0,Sporting Gijon,0,0,2,0.453605725758,2017-01-15,primera-division
480,Espanyol,0,Valencia,0,0,1,0.379506141003,2017-01-15,primera-division
481,Osasuna,0,Granada,0,0,1,0.437931407237,2017-01-15,primera-division
482,Alaves,0,Celta Vigo,0,0,1,0.519565098327,2017-01-15,primera-division
483,Real Madrid,0,FC Sevilla,0,0,2,0.387135954875,2017-01-15,primera-division
484,Athletic Bilbao,0,Leganes,0,0,2,0.408192892458,2017-01-15,primera-division
485,Villarreal,0,Deportivo,0,0,2,0.507776261929,2017-01-15,primera-division
486,Atletico Madrid,0,Athletic Bilbao,0,0,1,0.430781215785,2017-01-22,primera-division
487,Malaga,0,Real Madrid,0,0,1,0.605163288872,2017-01-22,primera-division
488,Granada,0,Espanyol,0,0,1,0.603787503936,2017-01-22,primera-division
489,Celta Vigo,0,Real Sociedad,0,0,1,0.516844101694,2017-01-22,primera-division
