index,Season_Yr,Visitor_Team,Visitor_Team_PTS,Home_Team,Home_Team_PTS
983,2016,Washington Capitals,2,Anaheim Ducks,1
984,2016,San Jose Sharks,2,Calgary Flames,1
985,2016,Arizona Coyotes,1,Colorado Avalanche,3
986,2016,Boston Bruins,5,Florida Panthers,4
987,2016,Vancouver Canucks,1,Los Angeles Kings,5
988,2016,Tampa Bay Lightning,2,Philadelphia Flyers,4
989,2016,Buffalo Sabres,4,Toronto Maple Leafs,3
990,2016,New York Rangers,4,Buffalo Sabres,2
991,2016,Ottawa Senators,3,Carolina Hurricanes,4
992,2016,Detroit Red Wings,3,Columbus Blue Jackets,5
993,2016,San Jose Sharks,3,Edmonton Oilers,0
994,2016,Dallas Stars,3,Montreal Canadiens,4
995,2016,Pittsburgh Penguins,1,New York Islanders,2
996,2016,Boston Bruins,1,Tampa Bay Lightning,0
997,2016,Nashville Predators,4,Winnipeg Jets,2
998,2016,Nashville Predators,2,Calgary Flames,3
999,2016,Anaheim Ducks,0,Colorado Avalanche,3
1000,2016,Washington Capitals,3,Los Angeles Kings,4
1001,2016,Chicago Blackhawks,2,St. Louis Blues,3
1002,2016,New York Islanders,3,Toronto Maple Leafs,4
1003,2016,Arizona Coyotes,2,Vancouver Canucks,3
1004,2016,Carolina Hurricanes,3,Boston Bruins,2
1005,2016,Winnipeg Jets,2,Detroit Red Wings,3
1006,2016,Ottawa Senators,2,Florida Panthers,6
1007,2016,Edmonton Oilers,2,Minnesota Wild,1
1008,2016,Buffalo Sabres,2,Montreal Canadiens,3
1009,2016,New Jersey Devils,3,San Jose Sharks,0
1010,2016,Pittsburgh Penguins,3,Columbus Blue Jackets,2
1011,2016,Arizona Coyotes,4,Calgary Flames,1
1012,2016,Chicago Blackhawks,2,Dallas Stars,5
1013,2016,Anaheim Ducks,2,St. Louis Blues,5
1014,2016,Philadelphia Flyers,3,Tampa Bay Lightning,1
1015,2016,New York Islanders,1,Boston Bruins,3
1016,2016,Carolina Hurricanes,2,Buffalo Sabres,3
1017,2016,St. Louis Blues,5,Dallas Stars,4
1018,2016,New York Rangers,2,Detroit Red Wings,3
1019,2016,Arizona Coyotes,4,Edmonton Oilers,0
1020,2016,Philadelphia Flyers,4,Florida Panthers,5
1021,2016,New Jersey Devils,2,Los Angeles Kings,1
1022,2016,Minnesota Wild,4,Montreal Canadiens,1
1023,2016,Toronto Maple Leafs,0,Ottawa Senators,4
1024,2016,Washington Capitals,2,San Jose Sharks,5
1025,2016,Nashville Predators,2,Vancouver Canucks,4
1026,2016,Colorado Avalanche,2,Winnipeg Jets,3
1027,2016,Tampa Bay Lightning,4,Columbus Blue Jackets,0
1028,2016,Toronto Maple Leafs,1,Detroit Red Wings,0
1029,2016,Pittsburgh Penguins,5,New York Rangers,3
1030,2016,New Jersey Devils,1,Anaheim Ducks,7
1031,2016,St. Louis Blues,4,Calgary Flames,7
1032,2016,Los Angeles Kings,5,Chicago Blackhawks,0
1033,2016,Nashville Predators,3,Edmonton Oilers,2
1034,2016,Florida Panthers,2,New York Islanders,3
1035,2016,Winnipeg Jets,5,Vancouver Canucks,2
1036,2016,Los Angeles Kings,5,Dallas Stars,2
1037,2016,Florida Panthers,4,Montreal Canadiens,1
1038,2016,Minnesota Wild,2,Ottawa Senators,3
1039,2016,Detroit Red Wings,3,Philadelphia Flyers,4
1040,2016,New York Islanders,1,Pittsburgh Penguins,2
1041,2016,Boston Bruins,2,San Jose Sharks,3
1042,2016,Tampa Bay Lightning,1,Toronto Maple Leafs,4
1043,2016,Carolina Hurricanes,1,Washington Capitals,2
1044,2016,New York Rangers,2,Anaheim Ducks,1
1045,2016,Montreal Canadiens,3,Buffalo Sabres,2
1046,2016,Winnipeg Jets,1,Calgary Flames,4
1047,2016,Philadelphia Flyers,3,Chicago Blackhawks,2
1048,2016,St. Louis Blues,4,Edmonton Oilers,6
1049,2016,Colorado Avalanche,3,Vancouver Canucks,1
1050,2016,San Jose Sharks,1,Arizona Coyotes,3
1051,2016,Detroit Red Wings,3,Columbus Blue Jackets,1
1052,2016,Tampa Bay Lightning,3,Dallas Stars,4
1053,2016,New York Rangers,3,Los Angeles Kings,4
1054,2016,Minnesota Wild,4,New Jersey Devils,7
1055,2016,New York Islanders,2,Nashville Predators,4
1056,2016,Carolina Hurricanes,2,Pittsburgh Penguins,4
1057,2016,Florida Panthers,4,Toronto Maple Leafs,1
1058,2016,Boston Bruins,0,Anaheim Ducks,4
1059,2016,Ottawa Senators,1,Buffalo Sabres,3
1060,2016,Colorado Avalanche,4,Calgary Flames,3
1061,2016,Vancouver Canucks,0,Edmonton Oilers,2
1062,2016,Chicago Blackhawks,4,Winnipeg Jets,0
1063,2016,Nashville Predators,1,Washington Capitals,4
1064,2016,Tampa Bay Lightning,2,Arizona Coyotes,0
1065,2016,New Jersey Devils,3,Columbus Blue Jackets,6
1066,2016,New York Islanders,0,Dallas Stars,3
1067,2016,Detroit Red Wings,5,Florida Panthers,3
1068,2016,Boston Bruins,1,Los Angeles Kings,2
1069,2016,Carolina Hurricanes,2,Minnesota Wild,3
1070,2016,Montreal Canadiens,0,Ottawa Senators,5
1071,2016,Pittsburgh Penguins,4,Philadelphia Flyers,1
1072,2016,New York Rangers,1,San Jose Sharks,4
1073,2016,Buffalo Sabres,1,Toronto Maple Leafs,4
1074,2016,St. Louis Blues,3,Vancouver Canucks,0
1075,2016,Minnesota Wild,3,Chicago Blackhawks,2
1076,2016,Colorado Avalanche,3,Edmonton Oilers,2
1077,2016,Calgary Flames,4,Montreal Canadiens,1
1078,2016,Columbus Blue Jackets,1,New Jersey Devils,2
1079,2016,Washington Capitals,2,Pittsburgh Penguins,6
1080,2016,Arizona Coyotes,0,San Jose Sharks,3
1081,2016,Anaheim Ducks,3,Winnipeg Jets,2
1082,2016,Los Angeles Kings,2,Nashville Predators,5
1083,2016,Philadelphia Flyers,4,New York Islanders,1
1084,2016,Florida Panthers,2,New York Rangers,4
1085,2016,Calgary Flames,2,Toronto Maple Leafs,5
1086,2016,Edmonton Oilers,2,Arizona Coyotes,4
1087,2016,Buffalo Sabres,3,Carolina Hurricanes,2
1088,2016,Philadelphia Flyers,2,Columbus Blue Jackets,3
1089,2016,Dallas Stars,6,Chicago Blackhawks,2
1090,2016,Los Angeles Kings,1,Minnesota Wild,2
1091,2016,Anaheim Ducks,3,Montreal Canadiens,4
1092,2016,Washington Capitals,4,Ottawa Senators,2
1093,2016,St. Louis Blues,1,San Jose Sharks,0
1094,2016,Detroit Red Wings,2,Tampa Bay Lightning,6
1095,2016,Vancouver Canucks,0,Winnipeg Jets,2
1096,2016,Ottawa Senators,1,New York Islanders,3
1097,2016,Boston Bruins,2,New York Rangers,5
1098,2016,Dallas Stars,1,Arizona Coyotes,3
1099,2016,Florida Panthers,4,Boston Bruins,1
1100,2016,Carolina Hurricanes,3,Columbus Blue Jackets,2
1101,2016,Philadelphia Flyers,4,Colorado Avalanche,2
1102,2016,Montreal Canadiens,3,Detroit Red Wings,4
1103,2016,Calgary Flames,2,Minnesota Wild,6
1104,2016,Vancouver Canucks,2,Nashville Predators,3
1105,2016,New Jersey Devils,3,Pittsburgh Penguins,0
1106,2016,Edmonton Oilers,6,San Jose Sharks,3
1107,2016,Anaheim Ducks,5,Toronto Maple Leafs,6
1108,2016,Los Angeles Kings,1,Winnipeg Jets,4
1109,2016,Washington Capitals,1,New Jersey Devils,0
1110,2016,Vancouver Canucks,0,St. Louis Blues,4
1111,2016,New York Islanders,4,Tampa Bay Lightning,7
1112,2016,Philadelphia Flyers,1,Arizona Coyotes,2
1113,2016,Winnipeg Jets,2,Buffalo Sabres,3
1114,2016,New York Islanders,4,Carolina Hurricanes,3
1115,2016,Chicago Blackhawks,4,Calgary Flames,1
1116,2016,Minnesota Wild,4,Colorado Avalanche,0
1117,2016,Pittsburgh Penguins,7,Detroit Red Wings,2
1118,2016,Edmonton Oilers,4,Los Angeles Kings,6
1119,2016,New York Rangers,5,Montreal Canadiens,2
1120,2016,Columbus Blue Jackets,1,Nashville Predators,5
1121,2016,Anaheim Ducks,4,Ottawa Senators,3
1122,2016,Dallas Stars,4,San Jose Sharks,2
1123,2016,Florida Panthers,5,Tampa Bay Lightning,2
1124,2016,Boston Bruins,3,Toronto Maple Leafs,1
1125,2016,St. Louis Blues,4,Washington Capitals,0
1126,2016,New Jersey Devils,2,Carolina Hurricanes,3
1127,2016,Pittsburgh Penguins,3,New York Rangers,2
1128,2016,Chicago Blackhawks,3,Vancouver Canucks,2
1129,2016,Calgary Flames,5,Arizona Coyotes,2
1130,2016,Buffalo Sabres,2,Detroit Red Wings,3
1131,2016,Anaheim Ducks,2,Edmonton Oilers,1
1132,2016,Colorado Avalanche,4,Nashville Predators,3
1133,2016,Winnipeg Jets,2,Philadelphia Flyers,3
1134,2016,Los Angeles Kings,2,San Jose Sharks,5
1135,2016,Toronto Maple Leafs,0,Tampa Bay Lightning,3
1136,2016,Columbus Blue Jackets,1,Washington Capitals,4
1137,2016,Nashville Predators,2,Dallas Stars,5
1138,2016,Toronto Maple Leafs,5,Florida Panthers,2
1139,2016,Chicago Blackhawks,1,Minnesota Wild,4
1140,2016,Detroit Red Wings,3,Montreal Canadiens,4
1141,2016,Boston Bruins,1,New Jersey Devils,2
1142,2016,Carolina Hurricanes,1,New York Islanders,2
1143,2016,Buffalo Sabres,4,Pittsburgh Penguins,5
1144,2016,Colorado Avalanche,1,St. Louis Blues,3
1145,2016,San Jose Sharks,4,Vancouver Canucks,1
1146,2016,Calgary Flames,3,Anaheim Ducks,8
1147,2016,Washington Capitals,1,Philadelphia Flyers,2
1148,2016,Ottawa Senators,2,Winnipeg Jets,1
1149,2016,Toronto Maple Leafs,1,Buffalo Sabres,4
1150,2016,New York Rangers,3,Carolina Hurricanes,4
1151,2016,Arizona Coyotes,1,Dallas Stars,4
1152,2016,New Jersey Devils,2,Florida Panthers,3
1153,2016,Calgary Flames,0,Los Angeles Kings,3
1154,2016,Ottawa Senators,3,Minnesota Wild,2
1155,2016,Columbus Blue Jackets,3,New York Islanders,4
1156,2016,Nashville Predators,2,Pittsburgh Penguins,5
1157,2016,Vancouver Canucks,4,San Jose Sharks,2
1158,2016,Montreal Canadiens,3,Tampa Bay Lightning,0
1159,2016,Vancouver Canucks,3,Anaheim Ducks,2
1160,2016,Washington Capitals,4,Colorado Avalanche,2
1161,2016,Minnesota Wild,2,Detroit Red Wings,3
1162,2016,Boston Bruins,6,St. Louis Blues,5
1163,2016,Chicago Blackhawks,5,Winnipeg Jets,4
1164,2016,Washington Capitals,0,Arizona Coyotes,3
1165,2016,Columbus Blue Jackets,5,Carolina Hurricanes,1
1166,2016,Calgary Flames,5,Edmonton Oilers,0
1167,2016,Montreal Canadiens,3,Florida Panthers,4
1168,2016,Dallas Stars,3,Los Angeles Kings,2
1169,2016,San Jose Sharks,3,Nashville Predators,2
1170,2016,Pittsburgh Penguins,5,New York Islanders,0
1171,2016,Buffalo Sabres,4,New York Rangers,3
1172,2016,Ottawa Senators,2,Philadelphia Flyers,3
1173,2016,New Jersey Devils,1,Tampa Bay Lightning,3
1174,2016,Detroit Red Wings,3,Toronto Maple Leafs,2
1175,2016,Dallas Stars,1,Anaheim Ducks,3
1176,2016,Boston Bruins,4,Chicago Blackhawks,6
1177,2016,St. Louis Blues,5,Colorado Avalanche,1
1178,2016,Philadelphia Flyers,2,Pittsburgh Penguins,6
1179,2016,Minnesota Wild,1,Winnipeg Jets,5
1180,2016,New York Rangers,4,Columbus Blue Jackets,2
1181,2016,Tampa Bay Lightning,2,New York Islanders,5
1182,2016,Arizona Coyotes,2,St. Louis Blues,5
1183,2016,Florida Panthers,4,Toronto Maple Leafs,3
1184,2016,Los Angeles Kings,2,Vancouver Canucks,3
1185,2016,Winnipeg Jets,2,Anaheim Ducks,1
1186,2016,Carolina Hurricanes,2,Boston Bruins,1
1187,2016,Los Angeles Kings,5,Calgary Flames,4
1188,2016,Arizona Coyotes,2,Chicago Blackhawks,6
1189,2016,San Jose Sharks,3,Minnesota Wild,0
1190,2016,Florida Panthers,4,Montreal Canadiens,1
1191,2016,Buffalo Sabres,3,New Jersey Devils,1
1192,2016,Colorado Avalanche,3,Nashville Predators,4
1193,2016,Tampa Bay Lightning,2,New York Rangers,3
1194,2016,Pittsburgh Penguins,5,Ottawa Senators,3
1195,2016,New York Islanders,4,Washington Capitals,3
1196,2016,Philadelphia Flyers,0,Detroit Red Wings,3
1197,2016,Vancouver Canucks,2,Edmonton Oilers,6
1198,2016,Columbus Blue Jackets,5,Toronto Maple Leafs,1
1199,2016,Detroit Red Wings,2,Boston Bruins,5
1200,2016,Montreal Canadiens,4,Carolina Hurricanes,2
1201,2016,Vancouver Canucks,3,Calgary Flames,7
1202,2016,St. Louis Blues,2,Chicago Blackhawks,1
1203,2016,Colorado Avalanche,2,Dallas Stars,4
1204,2016,Anaheim Ducks,1,Los Angeles Kings,2
1205,2016,Tampa Bay Lightning,4,New Jersey Devils,2
1206,2016,Arizona Coyotes,2,Nashville Predators,3
1207,2016,New York Islanders,4,New York Rangers,1
1208,2016,Florida Panthers,1,Ottawa Senators,3
1209,2016,Toronto Maple Leafs,4,Philadelphia Flyers,3
1210,2016,Winnipeg Jets,5,San Jose Sharks,4
1211,2016,Pittsburgh Penguins,4,Washington Capitals,3
1212,2016,Columbus Blue Jackets,4,Buffalo Sabres,1
1213,2016,Ottawa Senators,6,Boston Bruins,1
1214,2016,Chicago Blackhawks,4,Columbus Blue Jackets,5
1215,2016,Anaheim Ducks,5,Colorado Avalanche,3
1216,2016,Nashville Predators,2,Dallas Stars,3
1217,2016,Carolina Hurricanes,2,Florida Panthers,5
1218,2016,Winnipeg Jets,4,Los Angeles Kings,3
1219,2016,Calgary Flames,2,Minnesota Wild,1
1220,2016,Tampa Bay Lightning,2,Montreal Canadiens,5
1221,2016,Toronto Maple Leafs,1,New Jersey Devils,5
1222,2016,Buffalo Sabres,4,New York Islanders,3
1223,2016,Detroit Red Wings,2,New York Rangers,3
1224,2016,Pittsburgh Penguins,1,Philadelphia Flyers,3
1225,2016,Arizona Coyotes,0,San Jose Sharks,1
1226,2016,Washington Capitals,5,St. Louis Blues,1
1227,2016,Edmonton Oilers,3,Vancouver Canucks,4
1228,2016,Philadelphia Flyers,5,New York Islanders,2
1229,2016,Anaheim Ducks,2,Washington Capitals,0
0,2016,New York Rangers,2,Pittsburgh Penguins,5
1,2016,Chicago Blackhawks,0,St. Louis Blues,1
2,2016,Detroit Red Wings,2,Tampa Bay Lightning,3
3,2016,Minnesota Wild,0,Dallas Stars,4
4,2016,New York Islanders,5,Florida Panthers,4
5,2016,San Jose Sharks,4,Los Angeles Kings,3
6,2016,Philadelphia Flyers,0,Washington Capitals,2
7,2016,Nashville Predators,3,Anaheim Ducks,2
8,2016,New York Islanders,1,Florida Panthers,3
9,2016,Chicago Blackhawks,3,St. Louis Blues,2
10,2016,Detroit Red Wings,2,Tampa Bay Lightning,5
11,2016,Minnesota Wild,1,Dallas Stars,2
12,2016,San Jose Sharks,2,Los Angeles Kings,1
13,2016,New York Rangers,4,Pittsburgh Penguins,2
14,2016,Philadelphia Flyers,1,Washington Capitals,4
15,2016,Nashville Predators,3,Anaheim Ducks,2
16,2016,St. Louis Blues,3,Chicago Blackhawks,2
17,2016,Tampa Bay Lightning,0,Detroit Red Wings,2
18,2016,Florida Panthers,3,New York Islanders,4
19,2016,Dallas Stars,3,Minnesota Wild,5
20,2016,Washington Capitals,6,Philadelphia Flyers,1
21,2016,Los Angeles Kings,2,San Jose Sharks,1
22,2016,St. Louis Blues,4,Chicago Blackhawks,3
23,2016,Tampa Bay Lightning,3,Detroit Red Wings,2
24,2016,Anaheim Ducks,3,Nashville Predators,0
25,2016,Pittsburgh Penguins,3,New York Rangers,1
26,2016,Dallas Stars,3,Minnesota Wild,2
27,2016,Florida Panthers,2,New York Islanders,1
28,2016,Washington Capitals,1,Philadelphia Flyers,2
29,2016,Los Angeles Kings,2,San Jose Sharks,3
30,2016,Anaheim Ducks,4,Nashville Predators,1
31,2016,Pittsburgh Penguins,5,New York Rangers,0
32,2016,Chicago Blackhawks,4,St. Louis Blues,3
33,2016,Detroit Red Wings,0,Tampa Bay Lightning,1
34,2016,Minnesota Wild,5,Dallas Stars,4
35,2016,New York Islanders,2,Florida Panthers,1
36,2016,San Jose Sharks,6,Los Angeles Kings,3
37,2016,Philadelphia Flyers,2,Washington Capitals,0
38,2016,Nashville Predators,2,Anaheim Ducks,5
39,2016,St. Louis Blues,3,Chicago Blackhawks,6
40,2016,New York Rangers,3,Pittsburgh Penguins,6
41,2016,Dallas Stars,5,Minnesota Wild,4
42,2016,Florida Panthers,1,New York Islanders,2
43,2016,Washington Capitals,1,Philadelphia Flyers,0
44,2016,Anaheim Ducks,1,Nashville Predators,3
45,2016,Chicago Blackhawks,2,St. Louis Blues,3
46,2016,Nashville Predators,2,Anaheim Ducks,1
47,2016,New York Islanders,5,Tampa Bay Lightning,3
48,2016,Pittsburgh Penguins,3,Washington Capitals,4
49,2016,St. Louis Blues,1,Dallas Stars,2
50,2016,Nashville Predators,2,San Jose Sharks,5
51,2016,New York Islanders,1,Tampa Bay Lightning,4
52,2016,Pittsburgh Penguins,2,Washington Capitals,1
53,2016,St. Louis Blues,4,Dallas Stars,3
54,2016,Nashville Predators,2,San Jose Sharks,3
55,2016,Washington Capitals,2,Pittsburgh Penguins,3
56,2016,San Jose Sharks,1,Nashville Predators,4
57,2016,Tampa Bay Lightning,5,New York Islanders,4
58,2016,Dallas Stars,1,St. Louis Blues,6
59,2016,Washington Capitals,2,Pittsburgh Penguins,3
60,2016,San Jose Sharks,3,Nashville Predators,4
61,2016,Dallas Stars,3,St. Louis Blues,2
62,2016,Tampa Bay Lightning,2,New York Islanders,1
63,2016,St. Louis Blues,4,Dallas Stars,1
64,2016,Nashville Predators,1,San Jose Sharks,5
65,2016,Pittsburgh Penguins,1,Washington Capitals,3
66,2016,New York Islanders,0,Tampa Bay Lightning,4
67,2016,San Jose Sharks,3,Nashville Predators,4
68,2016,Dallas Stars,3,St. Louis Blues,2
69,2016,Washington Capitals,3,Pittsburgh Penguins,4
70,2016,St. Louis Blues,6,Dallas Stars,1
71,2016,Nashville Predators,0,San Jose Sharks,5
72,2016,Tampa Bay Lightning,3,Pittsburgh Penguins,1
73,2016,San Jose Sharks,1,St. Louis Blues,2
74,2016,Tampa Bay Lightning,2,Pittsburgh Penguins,3
75,2016,San Jose Sharks,4,St. Louis Blues,0
76,2016,Pittsburgh Penguins,4,Tampa Bay Lightning,2
77,2016,St. Louis Blues,0,San Jose Sharks,3
78,2016,Pittsburgh Penguins,3,Tampa Bay Lightning,4
79,2016,St. Louis Blues,6,San Jose Sharks,3
80,2016,Tampa Bay Lightning,4,Pittsburgh Penguins,3
81,2016,San Jose Sharks,6,St. Louis Blues,3
82,2016,Pittsburgh Penguins,5,Tampa Bay Lightning,2
83,2016,St. Louis Blues,2,San Jose Sharks,5
84,2016,Tampa Bay Lightning,1,Pittsburgh Penguins,2
85,2016,San Jose Sharks,2,Pittsburgh Penguins,3
86,2016,San Jose Sharks,1,Pittsburgh Penguins,2
87,2016,Pittsburgh Penguins,2,San Jose Sharks,3
88,2016,Pittsburgh Penguins,3,San Jose Sharks,1
89,2016,San Jose Sharks,4,Pittsburgh Penguins,2
90,2016,Pittsburgh Penguins,3,San Jose Sharks,1
